address,district_id,district_name,electoral_district_type,electoral_district_id,postal_voting_district_id,electoral_district_berlin_election_id,electoral_district_federal_election_id,berlin_east_west,eligible_voters,eligible_voters_a1,eligible_voters_a1_percentage,eligible_voters_a2,eligible_voters_a2_percentage,eligible_voters_a3,eligible_voters_a3_percentage,voters,voters_percentage,voters_with_voting_license,voters_with_voting_license_percentage,valid_votes,valid_votes_percentage,invalid_votes,invalid_votes_percentage,party_grüne,party_grüne_percentage,party_cdu,party_cdu_percentage,party_spd,party_spd_percentage,party_die_linke,party_die_linke_percentage,party_afd,party_afd_percentage,party_die_partei,party_die_partei_percentage,party_fdp,party_fdp_percentage,party_tierschutzpartei,party_tierschutzpartei_percentage,party_mera25,party_mera25_percentage,party_volt,party_volt_percentage,party_piraten,party_piraten_percentage,party_familie,party_familie_percentage,party_ödp,party_ödp_percentage,party_freie_wähler,party_freie_wähler_percentage,party_tierschutz_hier,party_tierschutz_hier_percentage,party_big,party_big_percentage,party_verjüngungsforschung,party_verjüngungsforschung_percentage,party_pdh,party_pdh_percentage,party_heimat,party_heimat_percentage,party_dkp,party_dkp_percentage,party_menschliche_welt,party_menschliche_welt_percentage,party_bündnis_c,party_bündnis_c_percentage,party_mlpd,party_mlpd_percentage,party_sgp,party_sgp_percentage,party_abg,party_abg_percentage,party_die_basis,party_die_basis_percentage,party_bündnis_deutschand,party_bündnis_deutschand_percentage,party_bsw,party_bsw_percentage,party_dawa,party_dawa_percentage,party_klimaliste,party_klimaliste_percentage,party_letzte_generation,party_letzte_generation_percentage,party_pdv,party_pdv_percentage,party_pdf,party_pdf_percentage,party_v_partei3,party_v_partei3_percentage,aufn
08B1A,08,Neukölln,B,1A,081A,1,82,W,0,0,0.0,0,0.0,0,0.0,413,0.0,413,100.0,410,99.3,3,0.7,168,41.0,20,4.9,62,15.1,68,16.6,3,0.7,22,5.4,2,0.5,4,1.0,4,1.0,18,4.4,0,0.0,1,0.2,2,0.5,1,0.2,1,0.2,3,0.7,0,0.0,1,0.2,0,0.0,0,0.0,0,0.0,0,0.0,2,0.5,0,0.0,0,0.0,0,0.0,1,0.2,18,4.4,1,0.2,1,0.2,5,1.2,0,0.0,2,0.5,0,0.0,
08B1B,08,Neukölln,B,1B,081B,1,82,W,0,0,0.0,0,0.0,0,0.0,403,0.0,403,100.0,402,99.8,1,0.2,172,42.8,27,6.7,27,6.7,63,15.7,9,2.2,23,5.7,10,2.5,4,1.0,5,1.2,41,10.2,2,0.5,0,0.0,2,0.5,0,0.0,0,0.0,0,0.0,0,0.0,1,0.2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,12,3.0,0,0.0,0,0.0,4,1.0,0,0.0,0,0.0,0,0.0,
08B1C,08,Neukölln,B,1C,081C,1,82,W,0,0,0.0,0,0.0,0,0.0,678,0.0,678,100.0,678,100.0,0,0.0,308,45.4,31,4.6,50,7.4,104,15.3,6,0.9,36,5.3,11,1.6,10,1.5,20,2.9,47,6.9,2,0.3,1,0.1,0,0.0,1,0.1,5,0.7,1,0.1,0,0.0,1,0.1,0,0.0,1,0.1,0,0.0,0,0.0,0,0.0,1,0.1,1,0.1,0,0.0,1,0.1,22,3.2,2,0.3,4,0.6,12,1.8,0,0.0,0,0.0,0,0.0,
08B1D,08,Neukölln,B,1D,081D,1,82,W,0,0,0.0,0,0.0,0,0.0,357,0.0,357,100.0,357,100.0,0,0.0,150,42.0,12,3.4,40,11.2,51,14.3,1,0.3,25,7.0,6,1.7,5,1.4,11,3.1,20,5.6,5,1.4,0,0.0,0,0.0,0,0.0,1,0.3,1,0.3,0,0.0,0,0.0,0,0.0,0,0.0,1,0.3,0,0.0,0,0.0,0,0.0,0,0.0,1,0.3,0,0.0,13,3.6,5,1.4,2,0.6,7,2.0,0,0.0,0,0.0,0,0.0,
08B1E,08,Neukölln,B,1E,081E,1,82,W,0,0,0.0,0,0.0,0,0.0,279,0.0,279,100.0,279,100.0,0,0.0,126,45.2,6,2.2,22,7.9,44,15.8,2,0.7,16,5.7,4,1.4,6,2.2,7,2.5,22,7.9,2,0.7,0,0.0,1,0.4,1,0.4,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.4,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,10,3.6,0,0.0,3,1.1,5,1.8,0,0.0,1,0.4,0,0.0,
08B1F,08,Neukölln,B,1F,081F,1,82,W,0,0,0.0,0,0.0,0,0.0,665,0.0,665,100.0,663,99.7,2,0.3,286,43.1,42,6.3,58,8.7,94,14.2,5,0.8,33,5.0,12,1.8,11,1.7,23,3.5,45,6.8,5,0.8,0,0.0,1,0.2,4,0.6,2,0.3,0,0.0,0,0.0,1,0.2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.2,0,0.0,0,0.0,18,2.7,6,0.9,1,0.2,14,2.1,0,0.0,1,0.2,0,0.0,
08B1G,08,Neukölln,B,1G,081G,1,82,W,0,0,0.0,0,0.0,0,0.0,587,0.0,587,100.0,586,99.8,1,0.2,228,38.9,20,3.4,42,7.2,102,17.4,8,1.4,38,6.5,13,2.2,7,1.2,30,5.1,42,7.2,3,0.5,0,0.0,3,0.5,1,0.2,1,0.2,0,0.0,0,0.0,3,0.5,0,0.0,0,0.0,0,0.0,0,0.0,1,0.2,1,0.2,0,0.0,1,0.2,2,0.3,23,3.9,0,0.0,1,0.2,12,2.0,1,0.2,2,0.3,1,0.2,
08B1H,08,Neukölln,B,1H,081H,1,82,W,0,0,0.0,0,0.0,0,0.0,562,0.0,562,100.0,554,98.6,8,1.4,214,38.6,14,2.5,52,9.4,110,19.9,9,1.6,34,6.1,10,1.8,6,1.1,24,4.3,31,5.6,4,0.7,2,0.4,1,0.2,3,0.5,0,0.0,0,0.0,0,0.0,2,0.4,1,0.2,0,0.0,0,0.0,0,0.0,0,0.0,1,0.2,0,0.0,3,0.5,0,0.0,16,2.9,0,0.0,3,0.5,11,2.0,0,0.0,2,0.4,1,0.2,
08B1I,08,Neukölln,B,1I,081I,1,82,W,0,0,0.0,0,0.0,0,0.0,644,0.0,644,100.0,643,99.8,1,0.2,197,30.6,61,9.5,59,9.2,97,15.1,21,3.3,41,6.4,10,1.6,18,2.8,13,2.0,44,6.8,3,0.5,1,0.2,1,0.2,1,0.2,3,0.5,2,0.3,0,0.0,1,0.2,1,0.2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3,0.5,1,0.2,47,7.3,0,0.0,4,0.6,12,1.9,1,0.2,1,0.2,0,0.0,
08B1J,08,Neukölln,B,1J,081J,1,82,W,0,0,0.0,0,0.0,0,0.0,660,0.0,660,100.0,660,100.0,0,0.0,265,40.2,42,6.4,56,8.5,120,18.2,11,1.7,34,5.2,11,1.7,8,1.2,20,3.0,38,5.8,1,0.2,0,0.0,0,0.0,2,0.3,2,0.3,1,0.2,0,0.0,2,0.3,0,0.0,0,0.0,0,0.0,1,0.2,1,0.2,2,0.3,0,0.0,0,0.0,0,0.0,18,2.7,3,0.5,5,0.8,15,2.3,1,0.2,1,0.2,0,0.0,
08B1K,08,Neukölln,B,1K,081K,1,82,W,0,0,0.0,0,0.0,0,0.0,651,0.0,651,100.0,650,99.8,1,0.2,225,34.6,29,4.5,46,7.1,149,22.9,14,2.2,32,4.9,10,1.5,6,0.9,34,5.2,55,8.5,0,0.0,2,0.3,3,0.5,1,0.2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.2,0,0.0,1,0.2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,23,3.5,6,0.9,3,0.5,7,1.1,1,0.2,0,0.0,2,0.3,
08B1L,08,Neukölln,B,1L,081L,1,82,W,0,0,0.0,0,0.0,0,0.0,409,0.0,409,100.0,408,99.8,1,0.2,158,38.7,24,5.9,42,10.3,66,16.2,6,1.5,27,6.6,2,0.5,7,1.7,14,3.4,21,5.1,1,0.2,0,0.0,0,0.0,0,0.0,2,0.5,0,0.0,1,0.2,1,0.2,0,0.0,3,0.7,0,0.0,0,0.0,1,0.2,0,0.0,0,0.0,0,0.0,1,0.2,20,4.9,3,0.7,1,0.2,6,1.5,0,0.0,1,0.2,0,0.0,
08B1M,08,Neukölln,B,1M,081M,1,82,W,0,0,0.0,0,0.0,0,0.0,641,0.0,641,100.0,640,99.8,1,0.2,249,38.9,32,5.0,51,8.0,110,17.2,20,3.1,27,4.2,7,1.1,8,1.3,38,5.9,38,5.9,5,0.8,1,0.2,4,0.6,2,0.3,3,0.5,0,0.0,2,0.3,0,0.0,0,0.0,1,0.2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.2,0,0.0,29,4.5,2,0.3,2,0.3,6,0.9,0,0.0,0,0.0,2,0.3,
08B1N,08,Neukölln,B,1N,081N,1,82,W,0,0,0.0,0,0.0,0,0.0,564,0.0,564,100.0,562,99.6,2,0.4,201,35.8,37,6.6,64,11.4,94,16.7,16,2.8,26,4.6,7,1.2,5,0.9,18,3.2,45,8.0,3,0.5,0,0.0,4,0.7,0,0.0,1,0.2,1,0.2,0,0.0,2,0.4,0,0.0,1,0.2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.2,20,3.6,0,0.0,1,0.2,11,2.0,0,0.0,2,0.4,2,0.4,
08B1P,08,Neukölln,B,1P,081P,1,82,W,0,0,0.0,0,0.0,0,0.0,341,0.0,341,100.0,340,99.7,1,0.3,64,18.8,48,14.1,59,17.4,47,13.8,21,6.2,13,3.8,15,4.4,17,5.0,4,1.2,16,4.7,0,0.0,1,0.3,0,0.0,0,0.0,3,0.9,0,0.0,2,0.6,0,0.0,0,0.0,1,0.3,0,0.0,1,0.3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,21,6.2,0,0.0,2,0.6,3,0.9,1,0.3,1,0.3,0,0.0,
08B1Q,08,Neukölln,B,1Q,081Q,1,82,W,0,0,0.0,0,0.0,0,0.0,467,0.0,467,100.0,467,100.0,0,0.0,155,33.2,35,7.5,35,7.5,96,20.6,9,1.9,26,5.6,9,1.9,7,1.5,16,3.4,27,5.8,4,0.9,0,0.0,2,0.4,0,0.0,1,0.2,1,0.2,0,0.0,2,0.4,1,0.2,1,0.2,1,0.2,0,0.0,1,0.2,0,0.0,0,0.0,2,0.4,0,0.0,27,5.8,0,0.0,2,0.4,6,1.3,0,0.0,0,0.0,1,0.2,
08B1R,08,Neukölln,B,1R,081R,1,82,W,0,0,0.0,0,0.0,0,0.0,351,0.0,351,100.0,348,99.1,3,0.9,110,31.6,47,13.5,30,8.6,61,17.5,10,2.9,11,3.2,12,3.4,5,1.4,9,2.6,20,5.7,0,0.0,1,0.3,1,0.3,1,0.3,4,1.1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.3,2,0.6,12,3.4,1,0.3,2,0.6,6,1.7,0,0.0,1,0.3,1,0.3,
08B1S,08,Neukölln,B,1S,081S,1,82,W,0,0,0.0,0,0.0,0,0.0,611,0.0,611,100.0,610,99.8,1,0.2,184,30.2,50,8.2,66,10.8,120,19.7,30,4.9,30,4.9,10,1.6,10,1.6,13,2.1,39,6.4,2,0.3,1,0.2,2,0.3,2,0.3,3,0.5,0,0.0,0,0.0,4,0.7,0,0.0,0,0.0,3,0.5,0,0.0,0,0.0,0,0.0,0,0.0,3,0.5,0,0.0,26,4.3,0,0.0,2,0.3,9,1.5,0,0.0,1,0.2,0,0.0,
08B1T,08,Neukölln,B,1T,081T,1,82,W,0,0,0.0,0,0.0,0,0.0,369,0.0,369,100.0,368,99.7,1,0.3,118,32.1,26,7.1,28,7.6,61,16.6,13,3.5,24,6.5,8,2.2,8,2.2,15,4.1,13,3.5,3,0.8,2,0.5,1,0.3,2,0.5,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,24,6.5,3,0.8,1,0.3,13,3.5,1,0.3,4,1.1,0,0.0,
08W201,08,Neukölln,W,201,082A,2,82,W,1155,776,67.2,379,32.8,0,0.0,422,36.5,8,1.9,421,99.8,1,0.2,154,36.6,15,3.6,63,15.0,57,13.5,20,4.8,18,4.3,7,1.7,6,1.4,19,4.5,20,4.8,0,0.0,0,0.0,1,0.2,2,0.5,2,0.5,0,0.0,0,0.0,0,0.0,0,0.0,2,0.5,1,0.2,0,0.0,0,0.0,0,0.0,0,0.0,2,0.5,0,0.0,15,3.6,10,2.4,0,0.0,6,1.4,0,0.0,1,0.2,0,0.0,
08W202,08,Neukölln,W,202,082A,2,82,W,1006,721,71.7,285,28.3,0,0.0,354,35.2,5,1.4,354,100.0,0,0.0,108,30.5,12,3.4,32,9.0,60,16.9,15,4.2,21,5.9,2,0.6,7,2.0,28,7.9,26,7.3,3,0.8,0,0.0,0,0.0,1,0.3,3,0.8,0,0.0,0,0.0,1,0.3,0,0.0,0,0.0,0,0.0,0,0.0,1,0.3,0,0.0,0,0.0,2,0.6,0,0.0,18,5.1,4,1.1,2,0.6,6,1.7,0,0.0,2,0.6,0,0.0,
08W203,08,Neukölln,W,203,082B,2,82,W,1012,737,72.8,275,27.2,0,0.0,368,36.4,6,1.6,366,99.5,2,0.5,106,29.0,18,4.9,37,10.1,61,16.7,10,2.7,15,4.1,7,1.9,6,1.6,21,5.7,33,9.0,0,0.0,0,0.0,3,0.8,0,0.0,2,0.5,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.3,0,0.0,0,0.0,1,0.3,0,0.0,18,4.9,20,5.5,1,0.3,5,1.4,0,0.0,0,0.0,1,0.3,
08W204,08,Neukölln,W,204,082B,2,82,W,1046,695,66.4,351,33.6,0,0.0,381,36.4,13,3.4,381,100.0,0,0.0,113,29.7,17,4.5,42,11.0,42,11.0,18,4.7,34,8.9,8,2.1,4,1.0,21,5.5,35,9.2,2,0.5,0,0.0,1,0.3,1,0.3,1,0.3,0,0.0,1,0.3,1,0.3,0,0.0,0,0.0,1,0.3,0,0.0,3,0.8,0,0.0,0,0.0,2,0.5,1,0.3,26,6.8,1,0.3,2,0.5,3,0.8,0,0.0,1,0.3,0,0.0,
08W205,08,Neukölln,W,205,082C,2,82,W,1060,736,69.4,324,30.6,0,0.0,357,33.7,6,1.7,357,100.0,0,0.0,120,33.6,17,4.8,22,6.2,56,15.7,13,3.6,22,6.2,6,1.7,6,1.7,19,5.3,23,6.4,2,0.6,0,0.0,2,0.6,1,0.3,0,0.0,0,0.0,0,0.0,1,0.3,0,0.0,0,0.0,0,0.0,1,0.3,5,1.4,0,0.0,0,0.0,2,0.6,0,0.0,23,6.4,7,2.0,3,0.8,6,1.7,0,0.0,0,0.0,0,0.0,
08W206,08,Neukölln,W,206,082C,2,82,W,1201,833,69.4,368,30.6,0,0.0,359,29.9,4,1.1,356,99.2,3,0.8,95,26.7,17,4.8,32,9.0,58,16.3,19,5.3,24,6.7,4,1.1,4,1.1,45,12.6,15,4.2,0,0.0,1,0.3,0,0.0,1,0.3,0,0.0,0,0.0,0,0.0,1,0.3,0,0.0,1,0.3,1,0.3,0,0.0,2,0.6,0,0.0,0,0.0,1,0.3,0,0.0,16,4.5,10,2.8,1,0.3,6,1.7,0,0.0,1,0.3,1,0.3,
08W207,08,Neukölln,W,207,082D,2,82,W,1108,787,71.0,321,29.0,0,0.0,392,35.4,6,1.5,389,99.2,3,0.8,123,31.6,15,3.9,34,8.7,63,16.2,13,3.3,19,4.9,10,2.6,5,1.3,38,9.8,21,5.4,1,0.3,1,0.3,1,0.3,2,0.5,0,0.0,3,0.8,0,0.0,0,0.0,0,0.0,1,0.3,1,0.3,0,0.0,0,0.0,0,0.0,0,0.0,1,0.3,2,0.5,21,5.4,4,1.0,2,0.5,5,1.3,0,0.0,3,0.8,0,0.0,
08W208,08,Neukölln,W,208,082E,2,82,W,1033,646,62.5,387,37.5,0,0.0,290,28.1,3,1.0,289,99.7,1,0.3,79,27.3,14,4.8,37,12.8,50,17.3,10,3.5,13,4.5,3,1.0,5,1.7,26,9.0,18,6.2,0,0.0,0,0.0,1,0.3,0,0.0,1,0.3,0,0.0,0,0.0,2,0.7,0,0.0,0,0.0,1,0.3,0,0.0,0,0.0,2,0.7,0,0.0,0,0.0,0,0.0,16,5.5,10,3.5,0,0.0,1,0.3,0,0.0,0,0.0,0,0.0,
08W209,08,Neukölln,W,209,082F,2,82,W,1007,685,68.0,322,32.0,0,0.0,331,32.9,4,1.2,330,99.7,1,0.3,74,22.4,13,3.9,29,8.8,71,21.5,9,2.7,21,6.4,6,1.8,11,3.3,33,10.0,15,4.5,0,0.0,0,0.0,1,0.3,0,0.0,2,0.6,1,0.3,0,0.0,1,0.3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.3,24,7.3,11,3.3,1,0.3,6,1.8,0,0.0,0,0.0,0,0.0,
08W210,08,Neukölln,W,210,082E,2,82,W,1086,779,71.7,307,28.3,0,0.0,320,29.5,5,1.6,318,99.4,2,0.6,70,22.0,36,11.3,30,9.4,45,14.2,29,9.1,10,3.1,4,1.3,1,0.3,16,5.0,14,4.4,2,0.6,0,0.0,1,0.3,0,0.0,1,0.3,1,0.3,0,0.0,0,0.0,0,0.0,0,0.0,1,0.3,1,0.3,0,0.0,0,0.0,0,0.0,0,0.0,1,0.3,27,8.5,22,6.9,0,0.0,5,1.6,0,0.0,1,0.3,0,0.0,
08W211,08,Neukölln,W,211,082G,2,82,W,1190,834,70.1,356,29.9,0,0.0,387,32.5,6,1.6,387,100.0,0,0.0,107,27.6,24,6.2,40,10.3,57,14.7,20,5.2,16,4.1,8,2.1,7,1.8,36,9.3,16,4.1,3,0.8,0,0.0,1,0.3,0,0.0,0,0.0,0,0.0,0,0.0,2,0.5,0,0.0,3,0.8,0,0.0,0,0.0,2,0.5,0,0.0,1,0.3,1,0.3,0,0.0,20,5.2,10,2.6,0,0.0,8,2.1,1,0.3,4,1.0,0,0.0,
08W212,08,Neukölln,W,212,082D,2,82,W,1178,808,68.6,370,31.4,0,0.0,397,33.7,3,0.8,394,99.2,3,0.8,116,29.4,15,3.8,41,10.4,80,20.3,13,3.3,12,3.0,3,0.8,6,1.5,42,10.7,22,5.6,3,0.8,0,0.0,1,0.3,0,0.0,2,0.5,1,0.3,0,0.0,0,0.0,0,0.0,0,0.0,1,0.3,0,0.0,0,0.0,1,0.3,0,0.0,0,0.0,0,0.0,13,3.3,12,3.0,2,0.5,6,1.5,1,0.3,1,0.3,0,0.0,
08W213,08,Neukölln,W,213,082I,2,82,W,1101,766,69.6,335,30.4,0,0.0,376,34.2,6,1.6,373,99.2,3,0.8,109,29.2,11,2.9,28,7.5,65,17.4,23,6.2,25,6.7,7,1.9,4,1.1,27,7.2,26,7.0,4,1.1,3,0.8,3,0.8,2,0.5,1,0.3,0,0.0,0,0.0,0,0.0,0,0.0,4,1.1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,0.5,0,0.0,20,5.4,3,0.8,0,0.0,5,1.3,0,0.0,1,0.3,0,0.0,
08W214,08,Neukölln,W,214,082I,2,82,W,1067,701,65.7,366,34.3,0,0.0,399,37.4,0,0.0,397,99.5,2,0.5,130,32.7,11,2.8,36,9.1,71,17.9,13,3.3,26,6.5,8,2.0,3,0.8,31,7.8,21,5.3,4,1.0,0,0.0,0,0.0,2,0.5,0,0.0,1,0.3,0,0.0,1,0.3,0,0.0,0,0.0,0,0.0,0,0.0,2,0.5,0,0.0,0,0.0,0,0.0,1,0.3,24,6.0,1,0.3,1,0.3,8,2.0,0,0.0,1,0.3,1,0.3,
08W215,08,Neukölln,W,215,082J,2,82,W,864,611,70.7,253,29.3,0,0.0,357,41.3,5,1.4,355,99.4,2,0.6,122,34.4,14,3.9,27,7.6,57,16.1,9,2.5,22,6.2,5,1.4,5,1.4,15,4.2,25,7.0,0,0.0,0,0.0,0,0.0,0,0.0,2,0.6,4,1.1,0,0.0,1,0.3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.3,27,7.6,12,3.4,0,0.0,7,2.0,0,0.0,0,0.0,0,0.0,
08W216,08,Neukölln,W,216,082K,2,82,W,1035,724,70.0,311,30.0,0,0.0,403,38.9,11,2.7,402,99.8,1,0.2,141,35.1,17,4.2,44,10.9,49,12.2,22,5.5,23,5.7,2,0.5,7,1.7,20,5.0,23,5.7,6,1.5,1,0.2,5,1.2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.2,0,0.0,0,0.0,0,0.0,0,0.0,1,0.2,0,0.0,21,5.2,4,1.0,3,0.7,11,2.7,0,0.0,0,0.0,1,0.2,
08W217,08,Neukölln,W,217,082L,2,82,W,879,581,66.1,298,33.9,0,0.0,310,35.3,12,3.9,309,99.7,1,0.3,78,25.2,15,4.9,29,9.4,54,17.5,19,6.1,15,4.9,4,1.3,4,1.3,22,7.1,27,8.7,2,0.6,0,0.0,0,0.0,0,0.0,2,0.6,0,0.0,2,0.6,0,0.0,0,0.0,0,0.0,1,0.3,0,0.0,0,0.0,1,0.3,1,0.3,3,1.0,0,0.0,22,7.1,1,0.3,2,0.6,2,0.6,0,0.0,2,0.6,1,0.3,
08W218,08,Neukölln,W,218,082L,2,82,W,1070,764,71.4,306,28.6,0,0.0,406,37.9,3,0.7,405,99.8,1,0.2,107,26.4,20,4.9,34,8.4,67,16.5,30,7.4,25,6.2,6,1.5,9,2.2,25,6.2,28,6.9,2,0.5,0,0.0,2,0.5,1,0.2,2,0.5,0,0.0,0,0.0,3,0.7,0,0.0,0,0.0,0,0.0,1,0.2,0,0.0,0,0.0,0,0.0,2,0.5,0,0.0,27,6.7,5,1.2,1,0.2,4,1.0,1,0.2,3,0.7,0,0.0,
08W219,08,Neukölln,W,219,082K,2,82,W,1041,689,66.2,352,33.8,0,0.0,338,32.5,11,3.3,337,99.7,1,0.3,90,26.7,23,6.8,35,10.4,61,18.1,24,7.1,15,4.5,5,1.5,2,0.6,12,3.6,18,5.3,0,0.0,0,0.0,1,0.3,0,0.0,5,1.5,0,0.0,0,0.0,4,1.2,0,0.0,1,0.3,1,0.3,0,0.0,0,0.0,0,0.0,0,0.0,2,0.6,0,0.0,18,5.3,4,1.2,2,0.6,9,2.7,2,0.6,1,0.3,2,0.6,
08W220,08,Neukölln,W,220,082J,2,82,W,1122,756,67.4,366,32.6,0,0.0,349,31.1,6,1.7,347,99.4,2,0.6,94,27.1,26,7.5,29,8.4,50,14.4,19,5.5,17,4.9,6,1.7,8,2.3,25,7.2,25,7.2,4,1.2,0,0.0,1,0.3,1,0.3,2,0.6,2,0.6,0,0.0,1,0.3,0,0.0,1,0.3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.3,1,0.3,17,4.9,5,1.4,1,0.3,8,2.3,0,0.0,3,0.9,0,0.0,
08W221,08,Neukölln,W,221,082M,2,82,W,1052,700,66.5,352,33.5,0,0.0,304,28.9,4,1.3,304,100.0,0,0.0,87,28.6,15,4.9,21,6.9,58,19.1,14,4.6,21,6.9,2,0.7,8,2.6,19,6.3,22,7.2,3,1.0,0,0.0,2,0.7,1,0.3,2,0.7,0,0.0,0,0.0,1,0.3,0,0.0,2,0.7,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.3,0,0.0,16,5.3,0,0.0,3,1.0,6,2.0,0,0.0,0,0.0,0,0.0,
08W222,08,Neukölln,W,222,082M,2,82,W,1095,758,69.2,337,30.8,0,0.0,334,30.5,4,1.2,332,99.4,2,0.6,105,31.6,12,3.6,20,6.0,67,20.2,24,7.2,15,4.5,3,0.9,5,1.5,29,8.7,22,6.6,2,0.6,0,0.0,0,0.0,0,0.0,1,0.3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,21,6.3,3,0.9,0,0.0,3,0.9,0,0.0,0,0.0,0,0.0,
08W223,08,Neukölln,W,223,082H,2,82,W,1298,1181,91.0,117,9.0,0,0.0,319,24.6,1,0.3,317,99.4,2,0.6,32,10.1,26,8.2,36,11.4,46,14.5,30,9.5,5,1.6,6,1.9,10,3.2,25,7.9,5,1.6,2,0.6,0,0.0,1,0.3,0,0.0,4,1.3,0,0.0,0,0.0,0,0.0,1,0.3,0,0.0,1,0.3,1,0.3,1,0.3,0,0.0,0,0.0,0,0.0,1,0.3,32,10.1,47,14.8,3,0.9,1,0.3,1,0.3,0,0.0,0,0.0,
08W224,08,Neukölln,W,224,082H,2,82,W,1226,972,79.3,254,20.7,0,0.0,403,32.9,4,1.0,400,99.3,3,0.7,80,20.0,31,7.8,42,10.5,65,16.3,40,10.0,16,4.0,5,1.3,9,2.3,20,5.0,18,4.5,0,0.0,0,0.0,0,0.0,0,0.0,4,1.0,3,0.8,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,4,1.0,0,0.0,0,0.0,0,0.0,1,0.3,1,0.3,30,7.5,24,6.0,2,0.5,4,1.0,0,0.0,1,0.3,0,0.0,
08W225,08,Neukölln,W,225,082F,2,82,W,1044,744,71.3,300,28.7,0,0.0,312,29.9,8,2.6,302,96.8,10,3.2,87,28.8,15,5.0,41,13.6,35,11.6,20,6.6,21,7.0,4,1.3,2,0.7,21,7.0,26,8.6,1,0.3,0,0.0,2,0.7,0,0.0,1,0.3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,9,3.0,12,4.0,1,0.3,2,0.7,1,0.3,0,0.0,1,0.3,
08W226,08,Neukölln,W,226,082N,2,82,W,949,663,69.9,286,30.1,0,0.0,342,36.0,10,2.9,341,99.7,1,0.3,106,31.1,13,3.8,37,10.9,62,18.2,16,4.7,14,4.1,1,0.3,8,2.3,25,7.3,27,7.9,0,0.0,0,0.0,3,0.9,1,0.3,1,0.3,0,0.0,0,0.0,2,0.6,0,0.0,3,0.9,0,0.0,0,0.0,1,0.3,0,0.0,0,0.0,0,0.0,0,0.0,9,2.6,6,1.8,0,0.0,5,1.5,0,0.0,1,0.3,0,0.0,
08W227,08,Neukölln,W,227,082N,2,82,W,934,656,70.2,278,29.8,0,0.0,377,40.4,6,1.6,372,98.7,5,1.3,131,35.2,23,6.2,45,12.1,48,12.9,12,3.2,22,5.9,11,3.0,4,1.1,17,4.6,23,6.2,2,0.5,1,0.3,1,0.3,1,0.3,0,0.0,3,0.8,0,0.0,0,0.0,0,0.0,1,0.3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,12,3.2,8,2.2,1,0.3,3,0.8,0,0.0,2,0.5,1,0.3,
08W228,08,Neukölln,W,228,082P,2,82,W,993,702,70.7,291,29.3,0,0.0,325,32.7,11,3.4,323,99.4,2,0.6,104,32.2,19,5.9,24,7.4,65,20.1,15,4.6,17,5.3,3,0.9,5,1.5,14,4.3,22,6.8,3,0.9,1,0.3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.3,0,0.0,2,0.6,0,0.0,0,0.0,1,0.3,0,0.0,0,0.0,2,0.6,0,0.0,16,5.0,3,0.9,0,0.0,6,1.9,0,0.0,0,0.0,0,0.0,
