address,district_id,district_name,electoral_district_id,electoral_district_type,postal_voting_district_id,berlin_east_west,electoral_district_berlin_election_id,electoral_district_federal_election_id,invalid_votes,valid_votes,party_spd,party_spd_percentage,party_cdu,party_cdu_percentage,party_grüne,party_grüne_percentage,party_die_linke,party_die_linke_percentage,party_afd,party_afd_percentage,party_fdp,party_fdp_percentage,others,others_percentage
07W318,07,Tempelhof-Schöneberg,318,W,3R,W,3,81,1182,584,4,580,86,14.8,68,11.7,270,46.6,40,6.9,26,4.5,27,4.7
07W319,07,Tempelhof-Schöneberg,319,W,3R,W,3,81,1118,513,3,510,77,15.1,67,13.1,225,44.1,35,6.9,28,5.5,25,4.9
07W320,07,Tempelhof-Schöneberg,320,W,3S,W,3,81,1185,554,3,551,84,15.2,63,11.4,250,45.4,47,8.5,24,4.4,21,3.8
07W321,07,Tempelhof-Schöneberg,321,W,3S,W,3,81,1281,615,2,613,95,15.5,64,10.4,284,46.3,37,6,25,4.1,19,3.1
07W322,07,Tempelhof-Schöneberg,322,W,3T,W,3,81,1353,534,6,528,92,17.4,59,11.2,191,36.2,44,8.3,26,4.9,21,4
07W323,07,Tempelhof-Schöneberg,323,W,3U,W,3,81,1177,498,4,494,94,19,47,9.5,185,37.4,50,10.1,27,5.5,18,3.6
07W324,07,Tempelhof-Schöneberg,324,W,3V,W,3,81,1174,472,4,468,97,20.7,44,9.4,152,32.5,47,10,32,6.8,18,3.8
07W325,07,Tempelhof-Schöneberg,325,W,3W,W,3,81,1253,601,2,599,91,15.2,61,10.2,281,46.9,48,8,22,3.7,19,3.2
07W326,07,Tempelhof-Schöneberg,326,W,3X,W,3,81,1269,428,6,422,66,15.6,97,23,104,24.6,24,5.7,48,11.4,28,6.6
07W327,07,Tempelhof-Schöneberg,327,W,3X,W,3,81,1145,397,5,392,61,15.6,80,20.4,105,26.8,23,5.9,46,11.7,24,6.1
07W328,07,Tempelhof-Schöneberg,328,W,3Y,W,3,81,832,347,3,344,49,14.2,47,13.7,96,27.9,22,6.4,42,12.2,15,4.4
07W329,07,Tempelhof-Schöneberg,329,W,3Y,W,3,81,1143,446,4,442,72,16.3,56,12.7,148,33.5,33,7.5,38,8.6,19,4.3
07W401,07,Tempelhof-Schöneberg,401,W,4A,W,4,81,1134,536,7,529,69,13,72,13.6,200,37.8,34,6.4,32,6,21,4
07W402,07,Tempelhof-Schöneberg,402,W,4B,W,4,81,1249,558,8,550,79,14.4,107,19.5,164,29.8,37,6.7,34,6.2,23,4.2
07W403,07,Tempelhof-Schöneberg,403,W,4C,W,4,81,1122,566,2,564,73,12.9,63,11.2,250,44.3,40,7.1,21,3.7,16,2.8
07W404,07,Tempelhof-Schöneberg,404,W,4A,W,4,81,1230,612,3,609,83,13.6,62,10.2,271,44.5,48,7.9,21,3.4,20,3.3
07W405,07,Tempelhof-Schöneberg,405,W,4D,W,4,81,1138,578,2,576,72,12.5,72,12.5,248,43.1,37,6.4,25,4.3,16,2.8
07W406,07,Tempelhof-Schöneberg,406,W,4D,W,4,81,1168,525,8,517,77,14.9,118,22.8,122,23.6,35,6.8,32,6.2,23,4.4
07W407,07,Tempelhof-Schöneberg,407,W,4E,W,4,81,1304,516,5,511,67,13.1,70,13.7,172,33.7,46,9,33,6.5,16,3.1
07W408,07,Tempelhof-Schöneberg,408,W,4E,W,4,81,1058,426,8,418,60,14.4,52,12.4,107,25.6,45,10.8,40,9.6,18,4.3
07W409,07,Tempelhof-Schöneberg,409,W,4F,W,4,81,1168,410,6,404,55,13.6,55,13.6,104,25.7,45,11.1,30,7.4,14,3.5
07W410,07,Tempelhof-Schöneberg,410,W,4G,W,4,81,1150,412,10,402,53,13.2,69,17.2,88,21.9,36,9,49,12.2,23,5.7
07W411,07,Tempelhof-Schöneberg,411,W,4H,W,4,81,1237,482,7,475,68,14.3,67,14.1,143,30.1,44,9.3,45,9.5,25,5.3
07W412,07,Tempelhof-Schöneberg,412,W,4I,W,4,81,1235,566,3,563,79,14,66,11.7,210,37.3,48,8.5,32,5.7,30,5.3
07W413,07,Tempelhof-Schöneberg,413,W,4K,W,4,81,1132,531,3,528,75,14.2,59,11.2,198,37.5,47,8.9,30,5.7,30,5.7
07W414,07,Tempelhof-Schöneberg,414,W,4L,W,4,81,1214,478,2,476,69,14.5,68,14.3,164,34.5,41,8.6,33,6.9,22,4.6
07W415,07,Tempelhof-Schöneberg,415,W,4L,W,4,81,1138,449,5,444,65,14.6,62,14,136,30.6,44,9.9,36,8.1,21,4.7
07W416,07,Tempelhof-Schöneberg,416,W,4M,W,4,81,1244,464,5,459,67,14.6,69,15,127,27.7,41,8.9,41,8.9,19,4.1
07W417,07,Tempelhof-Schöneberg,417,W,4M,W,4,81,1184,425,5,420,63,15,67,16,111,26.4,36,8.6,41,9.8,18,4.3
07W418,07,Tempelhof-Schöneberg,418,W,4N,W,4,81,1232,551,4,547,71,13,58,10.6,193,35.3,63,11.5,33,6,24,4.4
07W419,07,Tempelhof-Schöneberg,419,W,4N,W,4,81,1085,485,4,481,64,13.3,56,11.6,179,37.2,49,10.2,29,6,21,4.4
07W420,07,Tempelhof-Schöneberg,420,W,4P,W,4,81,1235,539,6,533,66,12.4,54,10.1,202,37.9,63,11.8,41,7.7,18,3.4
07W421,07,Tempelhof-Schöneberg,421,W,4R,W,4,81,1341,628,7,621,85,13.7,72,11.6,233,37.5,64,10.3,43,6.9,30,4.8
07W422,07,Tempelhof-Schöneberg,422,W,4S,W,4,81,1140,496,6,490,62,12.7,48,9.8,187,38.2,63,12.9,41,8.4,17,3.5
07W423,07,Tempelhof-Schöneberg,423,W,4T,W,4,81,1241,468,9,459,77,16.8,62,13.5,130,28.3,43,9.4,49,10.7,16,3.5
07W424,07,Tempelhof-Schöneberg,424,W,4U,W,4,81,1244,453,6,447,73,16.3,61,13.6,136,30.4,46,10.3,43,9.6,21,4.7
07W425,07,Tempelhof-Schöneberg,425,W,4V,W,4,81,1148,370,4,366,58,15.8,53,14.5,76,20.8,41,11.2,39,10.7,24,6.6
07W426,07,Tempelhof-Schöneberg,426,W,4W,W,4,81,1224,516,5,511,68,13.3,62,12.1,191,37.4,49,9.6,38,7.4,23,4.5
07W427,07,Tempelhof-Schöneberg,427,W,4X,W,4,81,1201,442,5,437,61,14,58,13.3,128,29.3,26,5.9,48,11,28,6.4
07W428,07,Tempelhof-Schöneberg,428,W,4Y,W,4,81,1295,441,4,437,65,14.9,61,14,117,26.8,35,8,48,11,29,6.6
07W501,07,Tempelhof-Schöneberg,501,W,5A,W,5,81,1086,388,7,381,53,13.9,73,19.2,87,22.8,30,7.9,44,11.5,16,4.2
07W502,07,Tempelhof-Schöneberg,502,W,5B,W,5,81,1241,505,9,496,72,14.5,76,15.3,124,25,38,7.7,61,12.3,23,4.6
07W503,07,Tempelhof-Schöneberg,503,W,5B,W,5,81,1253,500,7,493,74,15,81,16.4,118,23.9,35,7.1,61,12.4,23,4.7
07W504,07,Tempelhof-Schöneberg,504,W,5C,W,5,81,1181,445,9,436,73,16.7,78,17.9,95,21.8,30,6.9,45,10.3,18,4.1
07W505,07,Tempelhof-Schöneberg,505,W,5C,W,5,81,1042,421,8,413,73,17.7,89,21.5,88,21.3,27,6.5,41,9.9,21,5.1
07W506,07,Tempelhof-Schöneberg,506,W,5D,W,5,81,1162,506,9,497,83,16.7,110,22.1,102,20.5,37,7.4,48,9.7,28,5.6
07W507,07,Tempelhof-Schöneberg,507,W,5E,W,5,81,1095,389,6,383,46,12,38,9.9,88,23,55,14.4,44,11.5,10,2.6
07W508,07,Tempelhof-Schöneberg,508,W,5E,W,5,81,1118,394,6,388,47,12.1,39,10.1,90,23.2,56,14.4,45,11.6,10,2.6
07W509,07,Tempelhof-Schöneberg,509,W,5D,W,5,81,1145,472,6,466,74,15.9,116,24.9,95,20.4,25,5.4,49,10.5,31,6.7
07W510,07,Tempelhof-Schöneberg,510,W,5F,W,5,81,1242,491,6,485,71,14.6,117,24.1,100,20.6,26,5.4,56,11.5,32,6.6
07W511,07,Tempelhof-Schöneberg,511,W,5G,W,5,81,1241,456,8,448,68,15.2,76,17,101,22.5,41,9.2,57,12.7,19,4.2
07W512,07,Tempelhof-Schöneberg,512,W,5H,W,5,81,1213,426,7,419,67,16,74,17.7,97,23.2,39,9.3,54,12.9,19,4.5
07W513,07,Tempelhof-Schöneberg,513,W,5I,W,5,81,1169,427,4,423,74,17.5,77,18.2,104,24.6,34,8,43,10.2,20,4.7
07W514,07,Tempelhof-Schöneberg,514,W,5I,W,5,81,1021,347,4,343,60,17.5,66,19.2,79,23,27,7.9,41,12,16,4.7
07W515,07,Tempelhof-Schöneberg,515,W,5K,W,5,81,1138,433,3,430,72,16.7,80,18.6,105,24.4,31,7.2,50,11.6,19,4.4
07W516,07,Tempelhof-Schöneberg,516,W,5K,W,5,81,1256,503,7,496,77,15.5,77,15.5,134,27,42,8.5,58,11.7,24,4.8
07W517,07,Tempelhof-Schöneberg,517,W,5L,W,5,81,1199,459,12,447,66,14.8,86,19.2,97,21.7,42,9.4,48,10.7,17,3.8
07W518,07,Tempelhof-Schöneberg,518,W,5M,W,5,81,1237,427,6,421,66,15.7,81,19.2,106,25.2,38,9,46,10.9,16,3.8
07W519,07,Tempelhof-Schöneberg,519,W,5N,W,5,81,1264,386,6,380,48,12.6,72,18.9,89,23.4,38,10,48,12.6,12,3.2
07W520,07,Tempelhof-Schöneberg,520,W,5P,W,5,81,1120,395,5,390,64,16.4,88,22.6,95,24.4,31,7.9,49,12.6,18,4.6
07W521,07,Tempelhof-Schöneberg,521,W,5F,W,5,81,1126,471,3,468,73,15.6,106,22.6,99,21.2,22,4.7,61,13,25,5.3
07W522,07,Tempelhof-Schöneberg,522,W,5R,W,5,81,1185,458,7,451,81,18,97,21.5,102,22.6,29,6.4,46,10.2,23,5.1
07W523,07,Tempelhof-Schöneberg,523,W,5S,W,5,81,1092,436,2,434,70,16.1,108,24.9,101,23.3,21,4.8,55,12.7,23,5.3
07W524,07,Tempelhof-Schöneberg,524,W,5T,W,5,81,1114,465,1,464,71,15.3,130,28,119,25.6,20,4.3,54,11.6,22,4.7
07W525,07,Tempelhof-Schöneberg,525,W,5P,W,5,81,1122,509,5,504,92,18.3,176,34.9,102,20.2,19,3.8,50,9.9,32,6.3
07W526,07,Tempelhof-Schöneberg,526,W,5T,W,5,81,1127,552,7,545,103,18.9,199,36.5,95,17.4,19,3.5,50,9.2,38,7
07W527,07,Tempelhof-Schöneberg,527,W,5U,W,5,81,1255,411,7,404,73,18.1,87,21.5,80,19.8,24,5.9,70,17.3,23,5.7
07W528,07,Tempelhof-Schöneberg,528,W,5U,W,5,81,1252,460,6,454,76,16.7,95,20.9,102,22.5,30,6.6,63,13.9,27,5.9
07W529,07,Tempelhof-Schöneberg,529,W,5A,W,5,81,1307,448,6,442,78,17.6,94,21.3,94,21.3,28,6.3,69,15.6,26,5.9
07W601,07,Tempelhof-Schöneberg,601,W,6A,W,6,81,1215,591,12,579,92,15.9,205,35.4,89,15.4,29,5,51,8.8,41,7.1
07W602,07,Tempelhof-Schöneberg,602,W,6B,W,6,81,1168,482,5,477,66,13.8,98,20.5,112,23.5,26,5.5,41,8.6,26,5.5
07W603,07,Tempelhof-Schöneberg,603,W,6B,W,6,81,1326,566,5,561,83,14.8,134,23.9,104,18.5,23,4.1,83,14.8,34,6.1
07W604,07,Tempelhof-Schöneberg,604,W,6C,W,6,81,995,357,9,348,49,14.1,74,21.3,69,19.8,23,6.6,52,14.9,19,5.5
07W605,07,Tempelhof-Schöneberg,605,W,6D,W,6,81,1360,501,11,490,67,13.7,111,22.7,106,21.6,28,5.7,73,14.9,27,5.5
07W606,07,Tempelhof-Schöneberg,606,W,6E,W,6,81,1301,448,13,435,67,15.4,87,20,76,17.5,35,8,67,15.4,26,6
07W607,07,Tempelhof-Schöneberg,607,W,6F,W,6,81,1168,295,1,294,49,16.7,68,23.1,37,12.6,25,8.5,50,17,15,5.1
07W608,07,Tempelhof-Schöneberg,608,W,6F,W,6,81,1280,374,9,365,67,18.4,86,23.6,45,12.3,22,6,73,20,15,4.1
07W609,07,Tempelhof-Schöneberg,609,W,6G,W,6,81,1266,477,6,471,79,16.8,124,26.3,70,14.9,24,5.1,76,16.1,22,4.7
07W610,07,Tempelhof-Schöneberg,610,W,6G,W,6,81,1192,398,7,391,71,18.2,100,25.6,62,15.9,19,4.9,69,17.6,17,4.3
07W611,07,Tempelhof-Schöneberg,611,W,6H,W,6,81,1147,370,7,363,52,14.3,76,20.9,48,13.2,41,11.3,69,19,15,4.1
07W612,07,Tempelhof-Schöneberg,612,W,6I,W,6,81,1279,518,5,513,78,15.2,121,23.6,110,21.4,24,4.7,67,13.1,31,6
07W613,07,Tempelhof-Schöneberg,613,W,6C,W,6,81,1167,544,3,541,84,15.5,155,28.7,140,25.9,20,3.7,55,10.2,30,5.5
07W614,07,Tempelhof-Schöneberg,614,W,6H,W,6,81,1223,385,7,378,59,15.6,88,23.3,54,14.3,39,10.3,73,19.3,16,4.2
07W615,07,Tempelhof-Schöneberg,615,W,6K,W,6,81,1327,653,4,649,105,16.2,180,27.7,175,27,18,2.8,52,8,49,7.6
07W616,07,Tempelhof-Schöneberg,616,W,6L,W,6,81,1262,561,3,558,85,15.2,163,29.2,149,26.7,15,2.7,52,9.3,43,7.7
07W617,07,Tempelhof-Schöneberg,617,W,6M,W,6,81,1241,538,7,531,88,16.6,183,34.5,107,20.2,26,4.9,55,10.4,35,6.6
07W618,07,Tempelhof-Schöneberg,618,W,6N,W,6,81,1263,442,9,433,75,17.3,91,21,63,14.5,36,8.3,75,17.3,26,6
07W619,07,Tempelhof-Schöneberg,619,W,6N,W,6,81,1263,436,6,430,78,18.1,95,22.1,80,18.6,31,7.2,67,15.6,25,5.8
07W620,07,Tempelhof-Schöneberg,620,W,6K,W,6,81,1104,428,3,425,77,18.1,96,22.6,114,26.8,16,3.8,42,9.9,21,4.9
07W621,07,Tempelhof-Schöneberg,621,W,6P,W,6,81,1090,502,3,499,72,14.4,155,31.1,133,26.7,17,3.4,50,10,35,7
07W622,07,Tempelhof-Schöneberg,622,W,6R,W,6,81,1047,396,5,391,62,15.9,118,30.2,76,19.4,22,5.6,51,13,26,6.6
07W623,07,Tempelhof-Schöneberg,623,W,6P,W,6,81,1264,474,4,470,76,16.2,146,31.1,86,18.3,26,5.5,62,13.2,29,6.2
07W624,07,Tempelhof-Schöneberg,624,W,6R,W,6,81,1168,463,7,456,64,14,121,26.5,104,22.8,23,5,55,12.1,36,7.9
07W625,07,Tempelhof-Schöneberg,625,W,6A,W,6,81,1095,446,6,440,68,15.5,141,32,93,21.1,23,5.2,49,11.1,35,8
07W626,07,Tempelhof-Schöneberg,626,W,6S,W,6,81,1162,529,5,524,79,15.1,124,23.7,132,25.2,29,5.5,52,9.9,39,7.4
07W627,07,Tempelhof-Schöneberg,627,W,6S,W,6,81,566,258,2,256,39,15.2,61,23.8,66,25.8,15,5.9,25,9.8,20,7.8
07W628,07,Tempelhof-Schöneberg,628,W,6L,W,6,81,1115,470,4,466,64,13.7,140,30,117,25.1,13,2.8,51,10.9,38,8.2
07W701,07,Tempelhof-Schöneberg,701,W,7A,W,7,81,1191,577,8,569,74,13,140,24.6,125,22,21,3.7,61,10.7,61,10.7
07W702,07,Tempelhof-Schöneberg,702,W,7A,W,7,81,1214,568,8,560,70,12.5,155,27.7,116,20.7,17,3,71,12.7,48,8.6
07W703,07,Tempelhof-Schöneberg,703,W,7B,W,7,81,1105,519,5,514,63,12.3,146,28.4,113,22,16,3.1,59,11.5,48,9.3
07W704,07,Tempelhof-Schöneberg,704,W,7C,W,7,81,1062,452,6,446,56,12.6,121,27.1,89,20,16,3.6,63,14.1,33,7.4
07W705,07,Tempelhof-Schöneberg,705,W,7D,W,7,81,1174,443,6,437,59,13.5,112,25.6,74,16.9,22,5,66,15.1,27,6.2
07W706,07,Tempelhof-Schöneberg,706,W,7D,W,7,81,1054,449,4,445,53,11.9,114,25.6,83,18.7,19,4.3,64,14.4,34,7.6
07W707,07,Tempelhof-Schöneberg,707,W,7B,W,7,81,1250,605,5,600,70,11.7,174,29,131,21.8,17,2.8,68,11.3,53,8.8
07W708,07,Tempelhof-Schöneberg,708,W,7E,W,7,81,1094,421,9,412,50,12.1,108,26.2,62,15,19,4.6,63,15.3,22,5.3
07W709,07,Tempelhof-Schöneberg,709,W,7C,W,7,81,1180,494,7,487,65,13.3,128,26.3,100,20.5,20,4.1,69,14.2,35,7.2
07W710,07,Tempelhof-Schöneberg,710,W,7F,W,7,81,1225,484,6,478,67,14,117,24.5,102,21.3,23,4.8,67,14,35,7.3
07W711,07,Tempelhof-Schöneberg,711,W,7F,W,7,81,1227,496,6,490,69,14.1,127,25.9,101,20.6,22,4.5,70,14.3,41,8.4
07W712,07,Tempelhof-Schöneberg,712,W,7G,W,7,81,1264,575,7,568,79,13.9,143,25.2,109,19.2,20,3.5,79,13.9,51,9
07W713,07,Tempelhof-Schöneberg,713,W,7G,W,7,81,1241,487,8,479,60,12.5,134,28,101,21.1,25,5.2,62,12.9,37,7.7
07W714,07,Tempelhof-Schöneberg,714,W,7H,W,7,81,1211,447,11,436,70,16.1,136,31.2,62,14.2,28,6.4,50,11.5,21,4.8
07W715,07,Tempelhof-Schöneberg,715,W,7I,W,7,81,1263,425,7,418,80,19.1,103,24.6,66,15.8,32,7.7,59,14.1,21,5
07W716,07,Tempelhof-Schöneberg,716,W,7I,W,7,81,737,250,3,247,49,19.8,50,20.2,39,15.8,20,8.1,37,15,12,4.9
07W717,07,Tempelhof-Schöneberg,717,W,7K,W,7,81,1242,577,7,570,78,13.7,133,23.3,150,26.3,34,6,55,9.6,39,6.8
07W718,07,Tempelhof-Schöneberg,718,W,7K,W,7,81,1248,587,6,581,78,13.4,135,23.2,175,30.1,29,5,49,8.4,36,6.2
07W719,07,Tempelhof-Schöneberg,719,W,7L,W,7,81,1171,553,6,547,68,12.4,136,24.9,167,30.5,19,3.5,51,9.3,36,6.6
07W720,07,Tempelhof-Schöneberg,720,W,7M,W,7,81,1299,519,6,513,70,13.6,144,28.1,131,25.5,25,4.9,56,10.9,35,6.8
07W721,07,Tempelhof-Schöneberg,721,W,7L,W,7,81,1166,512,5,507,59,11.6,141,27.8,129,25.4,17,3.4,62,12.2,40,7.9
07W722,07,Tempelhof-Schöneberg,722,W,7N,W,7,81,1212,426,8,418,62,14.8,125,29.9,90,21.5,24,5.7,53,12.7,23,5.5
07W723,07,Tempelhof-Schöneberg,723,W,7P,W,7,81,1068,368,7,361,63,17.5,92,25.5,63,17.5,24,6.6,60,16.6,24,6.6
07W724,07,Tempelhof-Schöneberg,724,W,7P,W,7,81,1260,458,11,447,79,17.7,101,22.6,68,15.2,30,6.7,76,17,30,6.7
07W725,07,Tempelhof-Schöneberg,725,W,7R,W,7,81,1243,456,6,450,77,17.1,114,25.3,91,20.2,20,4.4,64,14.2,22,4.9
07W726,07,Tempelhof-Schöneberg,726,W,7R,W,7,81,1174,408,7,401,66,16.5,113,28.2,84,20.9,22,5.5,55,13.7,18,4.5
07W727,07,Tempelhof-Schöneberg,727,W,7S,W,7,81,1247,489,4,485,59,12.2,132,27.2,119,24.5,24,4.9,68,14,39,8
07W728,07,Tempelhof-Schöneberg,728,W,7S,W,7,81,1285,531,2,529,58,11,136,25.7,138,26.1,23,4.3,75,14.2,42,7.9
08B1A,08,Neukölln,1A,B,1A,W,1,82,0,322,6,316,31,9.8,24,7.6,115,36.4,37,11.7,7,2.2,11,3.5
08B1B,08,Neukölln,1B,B,1B,W,1,82,0,304,6,298,30,10.1,24,8.1,107,35.9,35,11.7,7,2.3,10,3.4
08B1C,08,Neukölln,1C,B,1C,W,1,82,0,522,3,519,56,10.8,31,6,226,43.5,62,11.9,8,1.5,9,1.7
08B1D,08,Neukölln,1D,B,1D,W,1,82,0,314,3,311,34,10.9,22,7.1,120,38.6,29,9.3,6,1.9,6,1.9
08B1E,08,Neukölln,1E,B,1E,W,1,82,0,227,2,225,23,10.2,19,8.4,85,37.8,19,8.4,6,2.7,5,2.2
08B1F,08,Neukölln,1F,B,1F,W,1,82,0,442,3,439,48,10.9,36,8.2,182,41.5,58,13.2,13,3,11,2.5
08B1G,08,Neukölln,1G,B,1G,W,1,82,0,505,1,504,53,10.5,34,6.7,214,42.5,61,12.1,11,2.2,8,1.6
08B1H,08,Neukölln,1H,B,1H,W,1,82,0,490,1,489,51,10.4,34,7,218,44.6,61,12.5,11,2.2,10,2
08B1I,08,Neukölln,1I,B,1I,W,1,82,0,480,1,479,63,13.2,48,10,176,36.7,61,12.7,23,4.8,15,3.1
08B1J,08,Neukölln,1J,B,1J,W,1,82,0,466,2,464,60,12.9,42,9.1,175,37.7,65,14,21,4.5,11,2.4
08B1K,08,Neukölln,1K,B,1K,W,1,82,0,506,2,504,63,12.5,41,8.1,198,39.3,74,14.7,23,4.6,11,2.2
08B1L,08,Neukölln,1L,B,1L,W,1,82,0,244,1,243,27,11.1,34,14,80,32.9,31,12.8,16,6.6,9,3.7
08B1M,08,Neukölln,1M,B,1M,W,1,82,0,405,2,403,49,12.2,45,11.2,149,37,56,13.9,22,5.5,12,3
08B1N,08,Neukölln,1N,B,1N,W,1,82,0,442,3,439,46,10.5,49,11.2,168,38.3,63,14.4,23,5.2,13,3
08B1P,08,Neukölln,1P,B,1P,W,1,82,0,153,1,152,25,16.4,29,19.1,32,21.1,11,7.2,13,8.6,9,5.9
08B1Q,08,Neukölln,1Q,B,1Q,W,1,82,0,320,7,313,26,8.3,42,13.4,114,36.4,40,12.8,14,4.5,11,3.5
08B1R,08,Neukölln,1R,B,1R,W,1,82,0,177,3,174,22,12.6,32,18.4,44,25.3,22,12.6,14,8,8,4.6
08B1S,08,Neukölln,1S,B,1S,W,1,82,0,465,1,464,58,12.5,61,13.1,167,36,55,11.9,27,5.8,16,3.4
08B1T,08,Neukölln,1T,B,1T,W,1,82,0,352,5,347,37,10.7,48,13.8,115,33.1,52,15,22,6.3,13,3.7
08B2A,08,Neukölln,2A,B,2A,W,2,82,0,379,2,377,39,10.3,34,9,144,38.2,47,12.5,12,3.2,7,1.9
08B2B,08,Neukölln,2B,B,2B,W,2,82,0,393,2,391,42,10.7,32,8.2,152,38.9,48,12.3,13,3.3,6,1.5
08B2C,08,Neukölln,2C,B,2C,W,2,82,0,490,2,488,56,11.5,40,8.2,196,40.2,64,13.1,17,3.5,7,1.4
08B2D,08,Neukölln,2D,B,2D,W,2,82,0,494,2,492,50,10.2,41,8.3,192,39,65,13.2,11,2.2,8,1.6
08B2E,08,Neukölln,2E,B,2E,W,2,82,0,456,4,452,54,11.9,51,11.3,164,36.3,58,12.8,26,5.8,12,2.7
08B2F,08,Neukölln,2F,B,2F,W,2,82,0,429,4,425,53,12.5,42,9.9,155,36.5,51,12,20,4.7,13,3.1
08B2G,08,Neukölln,2G,B,2G,W,2,82,0,220,2,218,23,10.6,27,12.4,78,35.8,24,11,7,3.2,5,2.3
08B2H,08,Neukölln,2H,B,2H,W,2,82,0,365,2,363,43,11.8,39,10.7,127,35,51,14,18,5,9,2.5
08B2I,08,Neukölln,2I,B,2I,W,2,82,0,441,1,440,49,11.1,40,9.1,170,38.6,64,14.5,15,3.4,8,1.8
08B2J,08,Neukölln,2J,B,2J,W,2,82,0,325,1,324,38,11.7,42,13,119,36.7,41,12.7,17,5.2,9,2.8
08B2K,08,Neukölln,2K,B,2K,W,2,82,0,371,1,370,43,11.6,37,10,147,39.7,49,13.2,17,4.6,8,2.2
08B2L,08,Neukölln,2L,B,2L,W,2,82,0,363,1,362,44,12.2,34,9.4,137,37.8,53,14.6,16,4.4,8,2.2
08B2M,08,Neukölln,2M,B,2M,W,2,82,0,447,3,444,52,11.7,37,8.3,187,42.1,60,13.5,22,5,10,2.3
08B2N,08,Neukölln,2N,B,2N,W,2,82,0,353,1,352,45,12.8,33,9.4,134,38.1,52,14.8,18,5.1,9,2.6
08B2P,08,Neukölln,2P,B,2P,W,2,82,0,431,2,429,53,12.4,36,8.4,181,42.2,60,14,19,4.4,10,2.3
08B2Q,08,Neukölln,2Q,B,2Q,W,2,82,0,331,1,330,44,13.3,30,9.1,124,37.6,45,13.6,14,4.2,10,3
08B3A,08,Neukölln,3A,B,3A,W,3,82,0,252,1,251,20,8,17,6.8,109,43.4,30,12,6,2.4,4,1.6
08B3B,08,Neukölln,3B,B,3B,W,3,82,0,241,1,240,20,8.3,17,7.1,102,42.5,32,13.3,6,2.5,4,1.7
08B3C,08,Neukölln,3C,B,3C,W,3,82,0,520,1,519,52,10,21,4,240,46.2,69,13.3,12,2.3,10,1.9
08B3D,08,Neukölln,3D,B,3D,W,3,82,0,330,1,329,41,12.5,26,7.9,131,39.8,46,14,14,4.3,4,1.2
08B3E,08,Neukölln,3E,B,3E,W,3,82,0,263,1,262,23,8.8,17,6.5,110,42,38,14.5,8,3.1,4,1.5
08B3F,08,Neukölln,3F,B,3F,W,3,82,0,251,1,250,23,9.2,17,6.8,111,44.4,34,13.6,6,2.4,4,1.6
08B3G,08,Neukölln,3G,B,3G,W,3,82,0,224,1,223,20,9,17,7.6,98,43.9,28,12.6,6,2.7,4,1.8
08B3H,08,Neukölln,3H,B,3H,W,3,82,0,148,2,146,29,19.9,27,18.5,36,24.7,18,12.3,11,7.5,4,2.7
08B3I,08,Neukölln,3I,B,3I,W,3,82,0,187,2,185,39,21.1,36,19.5,43,23.2,23,12.4,15,8.1,4,2.2
08B3J,08,Neukölln,3J,B,3J,W,3,82,0,370,1,369,51,13.8,35,9.5,138,37.4,55,14.9,18,4.9,4,1.1
08B3K,08,Neukölln,3K,B,3K,W,3,82,0,313,3,310,42,13.5,34,11,94,30.3,45,14.5,27,8.7,15,4.8
08B3L,08,Neukölln,3L,B,3L,W,3,82,0,332,4,328,60,18.3,75,22.9,92,28,27,8.2,25,7.6,12,3.7
08B3M,08,Neukölln,3M,B,3M,W,3,82,0,168,3,165,32,19.4,37,22.4,44,26.7,13,7.9,13,7.9,8,4.8
08B3N,08,Neukölln,3N,B,3N,W,3,82,0,388,3,385,65,16.9,72,18.7,111,28.8,42,10.9,32,8.3,16,4.2
08B3P,08,Neukölln,3P,B,3P,W,3,82,0,472,12,460,92,20,109,23.7,93,20.2,32,7,42,9.1,29,6.3
08B3Q,08,Neukölln,3Q,B,3Q,W,3,82,0,370,5,365,52,14.2,45,12.3,112,30.7,53,14.5,29,7.9,17,4.7
08B3R,08,Neukölln,3R,B,3R,W,3,82,0,339,6,333,46,13.8,33,9.9,131,39.3,51,15.3,12,3.6,6,1.8
08B3S,08,Neukölln,3S,B,3S,W,3,82,0,352,9,343,52,15.2,45,13.1,124,36.2,48,14,14,4.1,6,1.7
08B4A,08,Neukölln,4A,B,4A,W,4,82,0,500,8,492,87,17.7,125,25.4,96,19.5,31,6.3,55,11.2,31,6.3
08B4B,08,Neukölln,4B,B,4B,W,4,82,0,436,6,430,84,19.5,87,20.2,93,21.6,36,8.4,41,9.5,16,3.7
08B4C,08,Neukölln,4C,B,4C,W,4,82,0,480,7,473,89,18.8,133,28.1,73,15.4,28,5.9,52,11,27,5.7
08B4D,08,Neukölln,4D,B,4D,W,4,82,0,426,5,421,78,18.5,104,24.7,85,20.2,27,6.4,41,9.7,17,4
08B4E,08,Neukölln,4E,B,4E,W,4,82,0,426,5,421,64,15.2,130,30.9,83,19.7,24,5.7,30,7.1,35,8.3
08B4F,08,Neukölln,4F,B,4F,W,4,82,0,264,4,260,36,13.8,73,28.1,55,21.2,12,4.6,27,10.4,20,7.7
08B4G,08,Neukölln,4G,B,4G,W,4,82,0,455,8,447,81,18.1,132,29.5,75,16.8,19,4.3,56,12.5,33,7.4
