address,electoral_district_type,electoral_district_name,electoral_district_id,berlin_east_west,electoral_districts,eligible_voters,eligible_voters_a1,eligible_voters_a1_percentage,eligible_voters_a2,eligible_voters_a2_percentage,eligible_voters_a3,eligible_voters_a3_percentage,voters,voters_percentage,postal_voters,postal_voters_percentage,voters_with_voting_license,voters_with_voting_license_percentage,valid_votes,valid_votes_percentage,invalid_votes,invalid_votes_percentage,party_grüne,party_grüne_percentage,party_cdu,party_cdu_percentage,party_spd,party_spd_percentage,party_die_linke,party_die_linke_percentage,party_afd,party_afd_percentage,party_die_partei,party_die_partei_percentage,party_fdp,party_fdp_percentage,party_tierschutzpartei,party_tierschutzpartei_percentage,party_mera25,party_mera25_percentage,party_volt,party_volt_percentage,party_piraten,party_piraten_percentage,party_familie,party_familie_percentage,party_ödp,party_ödp_percentage,party_freie_wähler,party_freie_wähler_percentage,party_tierschutz_hier,party_tierschutz_hier_percentage,party_big,party_big_percentage,party_verjüngungsforschung,party_verjüngungsforschung_percentage,party_pdh,party_pdh_percentage,party_heimat,party_heimat_percentage,party_dkp,party_dkp_percentage,party_menschliche_welt,party_menschliche_welt_percentage,party_bündnis_c,party_bündnis_c_percentage,party_mlpd,party_mlpd_percentage,party_sgp,party_sgp_percentage,party_abg,party_abg_percentage,party_die_basis,party_die_basis_percentage,party_bündnis_deutschand,party_bündnis_deutschand_percentage,party_bsw,party_bsw_percentage,party_dawa,party_dawa_percentage,party_klimaliste,party_klimaliste_percentage,party_letzte_generation,party_letzte_generation_percentage,party_pdv,party_pdv_percentage,party_pdf,party_pdf_percentage,party_v_partei3,party_v_partei3_percentage
BI0080,Bundestagswahlkreis,Berlin-Charlottenburg-Wilmersdorf,80,W,264,199084,131583,66.1,67501,33.9,0,0.0,133778,67.2,61890,46.3,62793,46.9,133278,99.6,500,0.4,32044,24.0,28357,21.3,21694,16.3,5874,4.4,8948,6.7,3301,2.5,9814,7.4,2005,1.5,1451,1.1,7161,5.4,498,0.4,322,0.2,418,0.3,580,0.4,458,0.3,124,0.1,54,0.0,285,0.2,24,0.0,57,0.0,134,0.1,97,0.1,38,0.0,19,0.0,45,0.0,192,0.1,374,0.3,6833,5.1,450,0.3,185,0.1,707,0.5,62,0.0,520,0.4,153,0.1
BI0081,Bundestagswahlkreis,Berlin-Tempelhof-Schöneberg,81,W,339,234714,160370,68.3,74344,31.7,0,0.0,151196,64.4,68538,45.3,69586,46.0,150447,99.5,749,0.5,34774,23.1,30749,20.4,22985,15.3,8548,5.7,12740,8.5,4116,2.7,6863,4.6,2809,1.9,2260,1.5,7295,4.8,740,0.5,526,0.3,594,0.4,705,0.5,768,0.5,196,0.1,77,0.1,345,0.2,61,0.0,89,0.1,216,0.1,141,0.1,54,0.0,53,0.0,65,0.0,265,0.2,488,0.3,8572,5.7,1227,0.8,263,0.2,850,0.6,84,0.1,729,0.5,200,0.1
BI0082,Bundestagswahlkreis,Berlin-Neukölln,82,W,299,198514,144274,72.7,54240,27.3,0,0.0,111138,56.0,48465,43.6,49297,44.4,110383,99.3,755,0.7,21364,19.4,20628,18.7,14762,13.4,11038,10.0,11134,10.1,3859,3.5,3270,3.0,2136,1.9,3643,3.3,4322,3.9,590,0.5,470,0.4,318,0.3,429,0.4,592,0.5,297,0.3,68,0.1,202,0.2,58,0.1,113,0.1,155,0.1,97,0.1,65,0.1,34,0.0,67,0.1,190,0.2,287,0.3,6393,5.8,1880,1.7,200,0.2,998,0.9,72,0.1,515,0.5,137,0.1
BI0083,Bundestagswahlkreis,Berlin-Friedrichshain-Kreuzberg – Prenzlauer Berg Ost,83,X,308,223523,150086,67.1,73437,32.9,0,0.0,150051,67.1,66289,44.2,68108,45.4,149622,99.7,429,0.3,46175,30.9,11085,7.4,15794,10.6,18405,12.3,7671,5.1,8215,5.5,4794,3.2,2854,1.9,3948,2.6,10748,7.2,886,0.6,288,0.2,508,0.3,419,0.3,508,0.3,211,0.1,79,0.1,336,0.2,49,0.0,178,0.1,147,0.1,59,0.0,74,0.0,51,0.0,30,0.0,234,0.2,305,0.2,11148,7.5,1286,0.9,403,0.3,1841,1.2,77,0.1,595,0.4,221,0.1
BI0084,Bundestagswahlkreis,Berlin-Treptow-Köpenick,84,O,217,210031,152215,72.5,57816,27.5,0,0.0,131996,62.8,52011,39.4,53115,40.2,131134,99.3,862,0.7,17158,13.1,18985,14.5,15085,11.5,10997,8.4,22656,17.3,5128,3.9,3907,3.0,3429,2.6,896,0.7,5355,4.1,735,0.6,987,0.8,627,0.5,877,0.7,864,0.7,96,0.1,91,0.1,389,0.3,204,0.2,168,0.1,240,0.2,98,0.1,72,0.1,39,0.0,106,0.1,274,0.2,700,0.5,18331,14.0,190,0.1,264,0.2,774,0.6,124,0.1,1080,0.8,208,0.2
BI0085,Bundestagswahlkreis,Berlin-Marzahn-Hellersdorf,85,O,280,200704,154193,76.8,46511,23.2,0,0.0,109644,54.6,42255,38.5,42732,39.0,108790,99.2,854,0.8,6918,6.4,17840,16.4,11259,10.3,7609,7.0,27522,25.3,2878,2.6,2801,2.6,2761,2.5,335,0.3,2794,2.6,513,0.5,1137,1.0,323,0.3,813,0.7,880,0.8,80,0.1,120,0.1,276,0.3,197,0.2,142,0.1,214,0.2,88,0.1,67,0.1,40,0.0,121,0.1,225,0.2,565,0.5,18628,17.1,94,0.1,114,0.1,284,0.3,149,0.1,848,0.8,155,0.1
BI0086,Bundestagswahlkreis,Berlin-Lichtenberg,86,O,338,200302,147395,73.6,52907,26.4,0,0.0,118939,59.4,48418,40.7,49151,41.3,118136,99.3,803,0.7,14318,12.1,15216,12.9,12931,10.9,11861,10.0,20713,17.5,4575,3.9,2882,2.4,3175,2.7,992,0.8,5329,4.5,787,0.7,902,0.8,481,0.4,759,0.6,837,0.7,92,0.1,121,0.1,315,0.3,138,0.1,173,0.1,214,0.2,87,0.1,79,0.1,39,0.0,98,0.1,222,0.2,475,0.4,18004,15.2,127,0.1,218,0.2,776,0.7,86,0.1,911,0.8,203,0.2
VI0100,Bezirk,Mitte,1,X,303,211498,149728,70.8,61770,29.2,0,0.0,128694,60.8,55663,43.3,57100,44.4,128139,99.6,555,0.4,33511,26.2,14863,11.6,15298,11.9,12831,10.0,8601,6.7,4786,3.7,5947,4.6,2127,1.7,3698,2.9,9134,7.1,761,0.6,260,0.2,434,0.3,456,0.4,448,0.3,269,0.2,81,0.1,397,0.3,62,0.0,194,0.2,135,0.1,80,0.1,65,0.1,54,0.0,28,0.0,210,0.2,299,0.2,9249,7.2,1475,1.2,271,0.2,1353,1.1,84,0.1,514,0.4,164,0.1
VI0200,Bezirk,Friedrichshain-Kreuzberg,2,X,239,173099,117087,67.6,56012,32.4,0,0.0,115606,66.8,50438,43.6,51838,44.8,115275,99.7,331,0.3,36773,31.9,7841,6.8,11800,10.2,14947,13.0,4902,4.3,6554,5.7,3450,3.0,2162,1.9,3458,3.0,8365,7.3,684,0.6,192,0.2,362,0.3,293,0.3,377,0.3,194,0.2,61,0.1,255,0.2,30,0.0,140,0.1,105,0.1,44,0.0,62,0.1,39,0.0,22,0.0,177,0.2,216,0.2,7975,6.9,1263,1.1,334,0.3,1512,1.3,54,0.0,460,0.4,172,0.1
VI0300,Bezirk,Pankow,3,O,362,290740,190862,65.6,99878,34.4,0,0.0,197748,68.0,91826,46.4,93537,47.3,196993,99.6,755,0.4,46579,23.6,24299,12.3,22423,11.4,17290,8.8,21941,11.1,8583,4.4,6968,3.5,4091,2.1,2113,1.1,11499,5.8,1011,0.5,849,0.4,804,0.4,956,0.5,872,0.4,105,0.1,116,0.1,462,0.2,125,0.1,231,0.1,279,0.1,140,0.1,86,0.0,46,0.0,90,0.0,428,0.2,605,0.3,20479,10.4,185,0.1,370,0.2,1531,0.8,147,0.1,1011,0.5,279,0.1
VI0400,Bezirk,Charlottenburg-Wilmersdorf,4,W,293,219636,147102,67.0,72534,33.0,0,0.0,144814,65.9,66460,45.9,67423,46.6,144238,99.6,576,0.4,33969,23.6,30378,21.1,23488,16.3,6529,4.5,10282,7.1,3639,2.5,10278,7.1,2255,1.6,1642,1.1,7609,5.3,559,0.4,368,0.3,459,0.3,635,0.4,519,0.4,152,0.1,60,0.0,316,0.2,34,0.0,66,0.0,154,0.1,103,0.1,46,0.0,19,0.0,48,0.0,219,0.2,407,0.3,7636,5.3,574,0.4,217,0.2,771,0.5,66,0.0,567,0.4,174,0.1
VI0500,Bezirk,Spandau,5,W,239,160085,123052,76.9,37033,23.1,0,0.0,87459,54.6,33292,38.1,33663,38.5,86706,99.1,753,0.9,10244,11.8,23026,26.6,14142,16.3,2785,3.2,13331,15.4,2099,2.4,3867,4.5,2352,2.7,754,0.9,2284,2.6,457,0.5,586,0.7,387,0.4,491,0.6,739,0.9,196,0.2,66,0.1,199,0.2,80,0.1,29,0.0,163,0.2,118,0.1,32,0.0,25,0.0,64,0.1,175,0.2,338,0.4,5720,6.6,818,0.9,83,0.1,275,0.3,69,0.1,550,0.6,162,0.2
VI0600,Bezirk,Steglitz-Zehlendorf,6,W,265,219696,142451,64.8,77245,35.2,0,0.0,153331,69.8,71256,46.5,72257,47.1,152716,99.6,615,0.4,32352,21.2,39081,25.6,24533,16.1,5091,3.3,11871,7.8,3281,2.1,11488,7.5,2542,1.7,1022,0.7,7013,4.6,662,0.4,525,0.3,626,0.4,830,0.5,624,0.4,125,0.1,86,0.1,314,0.2,61,0.0,49,0.0,191,0.1,105,0.1,24,0.0,24,0.0,45,0.0,296,0.2,470,0.3,7127,4.7,444,0.3,202,0.1,575,0.4,60,0.0,780,0.5,197,0.1
VI0700,Bezirk,Tempelhof-Schöneberg,7,W,339,234714,160370,68.3,74344,31.7,0,0.0,151196,64.4,68538,45.3,69586,46.0,150447,99.5,749,0.5,34774,23.1,30749,20.4,22985,15.3,8548,5.7,12740,8.5,4116,2.7,6863,4.6,2809,1.9,2260,1.5,7295,4.8,740,0.5,526,0.3,594,0.4,705,0.5,768,0.5,196,0.1,77,0.1,345,0.2,61,0.0,89,0.1,216,0.1,141,0.1,54,0.0,53,0.0,65,0.0,265,0.2,488,0.3,8572,5.7,1227,0.8,263,0.2,850,0.6,84,0.1,729,0.5,200,0.1
VI0800,Bezirk,Neukölln,8,W,299,198514,144274,72.7,54240,27.3,0,0.0,111138,56.0,48465,43.6,49297,44.4,110383,99.3,755,0.7,21364,19.4,20628,18.7,14762,13.4,11038,10.0,11134,10.1,3859,3.5,3270,3.0,2136,1.9,3643,3.3,4322,3.9,590,0.5,470,0.4,318,0.3,429,0.4,592,0.5,297,0.3,68,0.1,202,0.2,58,0.1,113,0.1,155,0.1,97,0.1,65,0.1,34,0.0,67,0.1,190,0.2,287,0.3,6393,5.8,1880,1.7,200,0.2,998,0.9,72,0.1,515,0.5,137,0.1
VI0900,Bezirk,Treptow-Köpenick,9,O,217,210031,152215,72.5,57816,27.5,0,0.0,131996,62.8,52011,39.4,53115,40.2,131134,99.3,862,0.7,17158,13.1,18985,14.5,15085,11.5,10997,8.4,22656,17.3,5128,3.9,3907,3.0,3429,2.6,896,0.7,5355,4.1,735,0.6,987,0.8,627,0.5,877,0.7,864,0.7,96,0.1,91,0.1,389,0.3,204,0.2,168,0.1,240,0.2,98,0.1,72,0.1,39,0.0,106,0.1,274,0.2,700,0.5,18331,14.0,190,0.1,264,0.2,774,0.6,124,0.1,1080,0.8,208,0.2
VI1000,Bezirk,Marzahn-Hellersdorf,10,O,280,200704,154193,76.8,46511,23.2,0,0.0,109644,54.6,42255,38.5,42732,39.0,108790,99.2,854,0.8,6918,6.4,17840,16.4,11259,10.3,7609,7.0,27522,25.3,2878,2.6,2801,2.6,2761,2.5,335,0.3,2794,2.6,513,0.5,1137,1.0,323,0.3,813,0.7,880,0.8,80,0.1,120,0.1,276,0.3,197,0.2,142,0.1,214,0.2,88,0.1,67,0.1,40,0.0,121,0.1,225,0.2,565,0.5,18628,17.1,94,0.1,114,0.1,284,0.3,149,0.1,848,0.8,155,0.1
VI1100,Bezirk,Lichtenberg,11,O,338,200302,147395,73.6,52907,26.4,0,0.0,118939,59.4,48418,40.7,49151,41.3,118136,99.3,803,0.7,14318,12.1,15216,12.9,12931,10.9,11861,10.0,20713,17.5,4575,3.9,2882,2.4,3175,2.7,992,0.8,5329,4.5,787,0.7,902,0.8,481,0.4,759,0.6,837,0.7,92,0.1,121,0.1,315,0.3,138,0.1,173,0.1,214,0.2,87,0.1,79,0.1,39,0.0,98,0.1,222,0.2,475,0.4,18004,15.2,127,0.1,218,0.2,776,0.7,86,0.1,911,0.8,203,0.2
VI1200,Bezirk,Reinickendorf,12,W,251,176646,129628,73.4,47018,26.6,0,0.0,102867,58.2,42932,41.7,43389,42.2,102172,99.3,695,0.7,14265,14.0,28810,28.2,15862,15.5,3299,3.2,13610,13.3,2306,2.3,5386,5.3,2196,2.1,818,0.8,3274,3.2,540,0.5,533,0.5,405,0.4,653,0.6,689,0.7,149,0.1,81,0.1,216,0.2,88,0.1,33,0.0,156,0.2,108,0.1,38,0.0,34,0.0,54,0.1,213,0.2,382,0.4,5999,5.9,818,0.8,117,0.1,306,0.3,61,0.1,526,0.5,147,0.1
GI9900,Bundesland,Berlin,0,X,3425,2495665,1758357,70.5,737308,29.5,0,0.0,1553432,62.2,671554,43.2,683088,44.0,1545129,99.5,8303,0.5,302225,19.6,271716,17.6,204568,13.2,112825,7.3,179303,11.6,51804,3.4,67107,4.3,32035,2.1,21631,1.4,74273,4.8,8039,0.5,7335,0.5,5820,0.4,7897,0.5,8209,0.5,1951,0.1,1028,0.1,3686,0.2,1138,0.1,1427,0.1,2222,0.1,1209,0.1,690,0.0,446,0.0,808,0.1,2894,0.2,5232,0.3,134113,8.7,9095,0.6,2653,0.2,10005,0.6,1056,0.1,8491,0.5,2198,0.1
GI9901,Ost/West,Berlin-Ost,1,O,1406,1049218,740498,70.6,308720,29.4,0,0.0,660537,63.0,281303,42.6,286433,43.4,656986,99.5,3551,0.5,113216,17.2,86078,13.1,72476,11.0,58676,8.9,99018,15.1,26163,4.0,21429,3.3,15401,2.3,6393,1.0,33073,5.0,3687,0.6,4106,0.6,2570,0.4,3746,0.6,3770,0.6,443,0.1,514,0.1,1715,0.3,696,0.1,865,0.1,1044,0.2,463,0.1,344,0.1,190,0.0,432,0.1,1313,0.2,2595,0.4,84246,12.8,786,0.1,1192,0.2,4480,0.7,557,0.1,4311,0.7,998,0.2
GI9902,Ost/West,Berlin-West,2,W,2019,1446447,1017859,70.4,428588,29.6,0,0.0,892895,61.7,390251,43.7,396655,44.4,888143,99.5,4752,0.5,189009,21.3,185638,20.9,132092,14.9,54149,6.1,80285,9.0,25641,2.9,45678,5.1,16634,1.9,15238,1.7,41200,4.6,4352,0.5,3229,0.4,3250,0.4,4151,0.5,4439,0.5,1508,0.2,514,0.1,1971,0.2,442,0.0,562,0.1,1178,0.1,746,0.1,346,0.0,256,0.0,376,0.0,1581,0.2,2637,0.3,49867,5.6,8309,0.9,1461,0.2,5525,0.6,499,0.1,4180,0.5,1200,0.1
