vote_type,address,district_id,district_name,electoral_district_id,electoral_district_type,postal_voting_district_id,electoral_district_berlin_election_id,electoral_district_federal_election_id,berlin_east_west,eligible_voters,eligible_voters_a1,eligible_voters_a2,eligible_voters_a3,voters,voters_b1,valid_votes,invalid_votes,party_spd,party_cdu,party_grüne,party_die_linke,party_afd,party_fdp,party_die_partei,party_tierschutzpartei,party_piraten,party_graue_panther,party_npd,party_gesundheitsforschung,party_lkr,party_dkp,party_sgp,party_büso,party_menschliche_welt,party_b,party_ödp,party_die_basis,party_bildet_berlin,party_dl,party_deutsche_konservative,party_die_grauen,party_neue_demokraten,party_rep,party_du,party_bündnis21,party_die_frauen,party_freie_wähler,party_klimaliste_berlin,party_ld,party_mieterpartei,party_die_humanisten,party_team_todenhöfer,party_volt
Zweitstimme,08W212,08,Neukölln,212,W,2I,2,82,W,1073,730,343,0,340,8,335,1,66,30,121,85,5,3,6,5,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,2,0,0,0,2,0,0,0,5,1
Zweitstimme,08W213,08,Neukölln,213,W,2J,2,82,W,1066,756,310,0,329,0,328,1,40,24,108,105,13,3,5,2,1,0,0,0,0,1,1,0,0,1,1,5,0,0,0,0,0,0,6,0,0,0,2,0,1,0,5,4
Zweitstimme,08W214,08,Neukölln,214,W,2K,2,82,W,1014,693,321,0,350,10,347,2,46,19,125,117,8,5,4,7,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,2,0,0,0,3,0,3,0,0,4
Zweitstimme,08W215,08,Neukölln,215,W,2L,2,82,W,1009,750,259,0,419,15,416,3,51,43,140,128,14,5,7,6,1,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,2,5,0,0,0,4,3
Zweitstimme,08W216,08,Neukölln,216,W,2M,2,82,W,1014,715,299,0,387,14,387,0,49,29,149,102,22,4,6,9,0,0,0,0,0,3,1,0,0,1,0,3,0,0,0,0,0,0,1,0,0,0,2,0,1,0,3,2
Zweitstimme,08W217,08,Neukölln,217,W,2N,2,82,W,1092,805,287,0,409,9,407,2,49,47,144,105,16,6,9,3,2,1,0,1,2,0,0,0,0,2,0,8,0,0,0,0,0,0,3,1,0,0,5,0,0,1,1,1
Zweitstimme,08W218,08,Neukölln,218,W,2P,2,82,W,1026,746,280,0,359,0,357,1,56,29,114,97,15,3,8,10,0,3,0,1,0,1,1,0,0,1,0,2,1,0,0,0,0,0,2,0,0,1,2,0,0,0,7,3
Zweitstimme,08W219,08,Neukölln,219,W,2Q,2,82,W,1010,727,283,0,373,3,371,2,55,52,112,87,19,6,4,7,1,1,0,1,0,2,0,0,0,2,1,3,0,0,0,1,0,0,1,0,0,0,3,0,2,1,4,6
Zweitstimme,08W220,08,Neukölln,220,W,2R,2,82,W,1071,759,312,0,348,0,348,0,47,25,132,79,19,9,10,11,2,0,0,0,0,1,0,0,0,0,1,3,0,0,0,0,0,0,2,0,0,0,1,0,1,1,2,2
Zweitstimme,08W221,08,Neukölln,221,W,2S,2,82,W,1037,718,319,0,317,14,316,1,42,19,121,88,9,5,7,6,2,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,9,2
Zweitstimme,08W222,08,Neukölln,222,W,2T,2,82,W,1020,740,280,0,282,6,282,0,24,32,90,96,11,3,4,7,1,1,1,0,0,1,1,0,0,1,0,2,0,0,0,0,0,0,1,0,0,0,2,0,0,0,1,3
Zweitstimme,08W223,08,Neukölln,223,W,2U,2,82,W,1023,912,111,0,240,2,238,2,48,65,29,51,17,5,5,5,0,0,0,1,0,2,0,0,0,0,1,0,1,0,0,0,0,0,2,0,0,0,1,0,0,0,5,0
Zweitstimme,08W224,08,Neukölln,224,W,2U,2,82,W,1110,903,207,0,328,2,323,5,56,58,58,85,34,5,2,5,0,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,2,0,0,0,10,2
Zweitstimme,08W225,08,Neukölln,225,W,2V,2,82,W,993,739,254,0,327,6,318,9,61,51,92,68,12,6,6,7,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2,0,2,0,4,3
Zweitstimme,08W226,08,Neukölln,226,W,2W,2,82,W,951,675,276,0,334,5,331,3,41,16,113,106,14,6,13,4,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,1,0,3,6
Zweitstimme,08W227,08,Neukölln,227,W,2X,2,82,W,983,700,283,0,374,7,370,3,61,29,125,94,13,7,9,8,0,0,1,0,0,1,0,0,0,0,0,0,2,0,0,1,0,0,5,0,0,0,2,0,0,0,8,4
Zweitstimme,08W228,08,Neukölln,228,W,2V,2,82,W,887,641,246,0,278,9,277,1,37,22,88,83,10,4,6,6,2,1,0,0,0,1,1,0,0,0,0,2,0,0,0,2,0,0,1,0,0,0,2,0,0,0,4,5
Zweitstimme,08W229,08,Neukölln,229,W,2Y,2,82,W,1085,807,278,0,310,7,306,3,43,31,98,87,9,2,4,9,1,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,1,1,0,0,3,0,1,0,11,2
Zweitstimme,08W230,08,Neukölln,230,W,2Z,2,82,W,931,676,255,0,314,8,313,1,38,25,102,95,16,9,9,3,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,2,0,0,0,2,0,0,2,2,3
Zweitstimme,08W231,08,Neukölln,231,W,2Z,2,82,W,845,657,188,0,328,9,324,4,55,35,93,92,7,3,4,6,10,2,0,0,1,2,0,1,0,0,0,1,2,0,0,0,0,0,1,0,0,1,3,0,0,0,3,2
Zweitstimme,08B2A,08,Neukölln,2A,B,2A,2,82,W,0,0,0,0,363,363,363,0,52,34,162,73,6,10,4,8,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,4,0,0,0,0,0,1,0,1,3
Zweitstimme,08B2AA,08,Neukölln,2AA,B,2AA,2,82,W,0,0,0,0,231,231,231,0,28,13,92,61,3,6,7,6,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,4,0,0,0,4,0,1,1,0,2
Zweitstimme,08B2AB,08,Neukölln,2AB,B,2AB,2,82,W,0,0,0,0,206,206,204,2,23,17,73,48,4,7,7,4,3,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,7,3
Zweitstimme,08B2B,08,Neukölln,2B,B,2B,2,82,W,0,0,0,0,282,282,280,2,53,14,125,61,8,7,4,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2
Zweitstimme,08B2C,08,Neukölln,2C,B,2C,2,82,W,0,0,0,0,249,249,248,1,26,20,108,57,1,2,8,4,0,1,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,7,0,0,0,1,0,1,1,4,2
Zweitstimme,08B2D,08,Neukölln,2D,B,2D,2,82,W,0,0,0,0,249,249,246,3,34,22,94,45,9,5,4,8,1,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,0,0,6,0,0,0,5,0,0,0,6,3
Zweitstimme,08B2E,08,Neukölln,2E,B,2E,2,82,W,0,0,0,0,240,240,239,1,22,13,110,65,4,8,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,1
Zweitstimme,08B2F,08,Neukölln,2F,B,2F,2,82,W,0,0,0,0,301,301,298,3,46,36,116,68,5,8,6,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,3,0,0,0,0,3
Zweitstimme,08B2G,08,Neukölln,2G,B,2G,2,82,W,0,0,0,0,265,265,265,0,40,36,74,70,5,10,9,2,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,0,0,0,3,0,1,0,4,5
Zweitstimme,08B2H,08,Neukölln,2H,B,2H,2,82,W,0,0,0,0,538,538,535,3,92,75,201,109,7,10,8,7,2,1,0,1,0,1,1,0,0,0,0,2,0,0,0,2,0,0,2,0,0,0,2,0,1,2,4,5
Zweitstimme,08B2I,08,Neukölln,2I,B,2I,2,82,W,0,0,0,0,297,297,296,1,50,36,111,64,5,5,5,4,0,2,0,1,0,1,0,1,0,0,1,0,0,0,0,2,0,0,1,0,0,0,2,0,1,0,2,2
Zweitstimme,08B2J,08,Neukölln,2J,B,2J,2,82,W,0,0,0,0,269,269,266,3,30,26,106,65,9,3,8,6,1,1,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,1
Zweitstimme,08B2K,08,Neukölln,2K,B,2K,2,82,W,0,0,0,0,275,275,273,2,41,21,114,68,5,3,3,4,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,1,0,0,2,0,0,0,4,0,0,0,0,4
Zweitstimme,08B2L,08,Neukölln,2L,B,2L,2,82,W,0,0,0,0,227,227,227,0,22,32,106,42,2,1,6,3,1,0,1,0,0,2,0,0,0,1,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,1,2
Zweitstimme,08B2M,08,Neukölln,2M,B,2M,2,82,W,0,0,0,0,263,263,263,0,30,21,134,58,1,4,4,4,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2
Zweitstimme,08B2N,08,Neukölln,2N,B,2N,2,82,W,0,0,0,0,244,244,243,1,24,16,112,52,9,7,1,5,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,2,0,0,1,0,7
Zweitstimme,08B2P,08,Neukölln,2P,B,2P,2,82,W,0,0,0,0,233,233,231,2,24,22,77,69,6,5,8,4,1,1,0,1,0,0,0,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,1,0,2,2,1,1
Zweitstimme,08B2Q,08,Neukölln,2Q,B,2Q,2,82,W,0,0,0,0,295,295,294,1,34,27,109,66,7,9,9,4,1,2,0,0,0,0,1,0,0,1,0,2,1,0,0,2,0,0,3,1,0,0,3,0,2,2,4,4
Zweitstimme,08B2R,08,Neukölln,2R,B,2R,2,82,W,0,0,0,0,266,266,266,0,38,21,90,68,8,6,5,7,0,2,0,0,0,1,0,1,0,2,1,0,1,0,0,0,0,0,4,0,0,0,1,0,1,3,0,6
Zweitstimme,08B2S,08,Neukölln,2S,B,2S,2,82,W,0,0,0,0,278,278,277,1,39,33,118,51,13,3,6,0,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,4,0,2,0,1,2
Zweitstimme,08B2T,08,Neukölln,2T,B,2T,2,82,W,0,0,0,0,249,249,249,0,23,26,110,50,13,6,4,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,1,0,3
Zweitstimme,08B2U,08,Neukölln,2U,B,2U,2,82,W,0,0,0,0,286,286,284,2,81,26,61,74,13,5,8,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,1,0,1,0,4,1
Zweitstimme,08B2V,08,Neukölln,2V,B,2V,2,82,W,0,0,0,0,412,412,409,3,68,42,147,102,16,3,11,3,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,4,0,0,1,1,0,2,1,1,2
Zweitstimme,08B2W,08,Neukölln,2W,B,2W,2,82,W,0,0,0,0,235,235,235,0,28,18,112,51,5,6,3,3,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,3,0,0,1,0,2
Zweitstimme,08B2X,08,Neukölln,2X,B,2X,2,82,W,0,0,0,0,249,249,249,0,33,20,107,66,4,4,1,4,0,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,0,0,0,2,0,1,0,0,2
Zweitstimme,08B2Y,08,Neukölln,2Y,B,2Y,2,82,W,0,0,0,0,248,248,244,4,34,29,75,60,12,6,5,8,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,2,0,0,0,6,0,0,0,3,1
Zweitstimme,08B2Z,08,Neukölln,2Z,B,2Z,2,82,W,0,0,0,0,387,387,386,1,40,22,162,114,4,10,7,6,0,2,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,2,0,2,0,1,9
Zweitstimme,08W301,08,Neukölln,301,W,3A,3,82,W,889,615,274,0,335,6,332,3,43,31,133,85,17,6,5,4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,3,0,0,1,0,0
Zweitstimme,08W302,08,Neukölln,302,W,3B,3,82,W,917,641,276,0,309,3,307,1,40,28,115,77,13,5,4,7,1,0,0,0,0,0,1,0,0,2,0,5,1,0,0,0,0,0,0,0,0,1,3,0,0,0,2,2
Zweitstimme,08W303,08,Neukölln,303,W,3C,3,82,W,998,728,270,0,312,10,303,4,48,21,100,90,15,6,8,4,0,0,0,0,0,0,2,0,0,1,2,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1
Zweitstimme,08W304,08,Neukölln,304,W,3D,3,82,W,975,676,299,0,347,6,345,2,54,30,128,86,17,3,11,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,4
Zweitstimme,08W305,08,Neukölln,305,W,3E,3,82,W,991,764,227,0,318,7,315,3,35,32,103,85,12,2,9,12,3,0,0,2,0,0,1,0,0,0,0,2,0,0,0,1,0,0,1,0,0,0,0,0,0,4,11,0
Zweitstimme,08W306,08,Neukölln,306,W,3A,3,82,W,894,614,280,0,335,0,328,7,61,23,103,85,15,2,13,8,1,2,1,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,1,0,0,3,1,3
Zweitstimme,08W307,08,Neukölln,307,W,3E,3,82,W,957,696,261,0,289,7,287,2,47,16,87,88,15,4,5,4,4,2,0,2,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,2,3,2
Zweitstimme,08W308,08,Neukölln,308,W,3F,3,82,W,981,705,276,0,367,8,367,0,56,42,114,111,14,5,11,2,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,2,2
Zweitstimme,08W309,08,Neukölln,309,W,3G,3,82,W,1148,992,156,0,299,13,296,3,100,67,18,59,18,7,4,4,2,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,4,0,0,1,1,0,0,0,6,2
Zweitstimme,08W310,08,Neukölln,310,W,3G,3,82,W,948,865,83,0,219,0,218,1,76,54,9,28,20,5,1,8,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,13,0
Zweitstimme,08W311,08,Neukölln,311,W,3G,3,82,W,941,590,351,0,358,0,350,8,74,114,50,40,27,12,7,12,0,1,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,1,0,0,1,2,1
Zweitstimme,08W312,08,Neukölln,312,W,3H,3,82,W,1254,1083,171,0,303,0,301,2,84,79,15,40,39,8,5,3,0,1,0,1,0,1,0,0,0,1,0,2,0,0,0,1,0,0,3,0,0,1,0,0,1,0,14,2
Zweitstimme,08W313,08,Neukölln,313,W,3H,3,82,W,1211,1040,171,0,234,1,226,8,77,74,10,25,18,4,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,1,0,0,0,0,0,0,0,10,1
Zweitstimme,08W314,08,Neukölln,314,W,3H,3,82,W,1206,1060,146,0,207,1,203,2,67,42,11,29,27,5,0,4,1,1,1,2,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,8,0
Zweitstimme,08W315,08,Neukölln,315,W,3I,3,82,W,1265,936,329,0,223,4,220,3,35,30,42,67,14,5,1,3,1,1,0,2,0,2,0,0,0,0,1,2,0,0,0,2,0,0,3,0,0,0,0,0,0,0,5,4
Zweitstimme,08W316,08,Neukölln,316,W,3I,3,82,W,993,737,256,0,275,0,270,5,69,75,31,23,35,6,1,7,2,2,1,1,0,0,0,0,0,0,0,4,1,0,0,1,0,0,0,0,0,0,1,0,1,1,7,1
Zweitstimme,08W317,08,Neukölln,317,W,3J,3,82,W,901,596,305,0,289,2,286,3,70,102,24,18,42,7,1,8,0,3,0,1,0,0,0,0,0,0,0,4,3,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0
Zweitstimme,08W318,08,Neukölln,318,W,3J,3,82,W,981,684,297,0,297,0,296,0,55,86,63,25,30,13,0,9,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,2,5,1
Zweitstimme,08W319,08,Neukölln,319,W,3K,3,82,W,1048,782,266,0,289,4,285,4,84,76,27,28,23,9,3,8,1,0,1,1,0,0,0,0,0,0,1,2,1,0,0,1,0,0,1,0,0,0,0,0,0,1,15,2
Zweitstimme,08W320,08,Neukölln,320,W,3K,3,82,W,1160,934,226,0,317,5,311,2,61,68,50,51,33,4,7,14,0,0,0,3,0,1,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,1,3,0,0,2,8,1
Zweitstimme,08W321,08,Neukölln,321,W,3L,3,82,W,1266,972,294,0,271,1,260,5,71,89,13,23,38,5,4,4,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,2,0,0,0,0,0,1,1,4,1
Zweitstimme,08W322,08,Neukölln,322,W,3M,3,82,W,1294,1015,279,0,267,0,260,6,67,75,25,24,33,7,4,6,3,2,0,1,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,2,0,1,0,7,0
Zweitstimme,08W323,08,Neukölln,323,W,3N,3,82,W,922,604,318,0,197,2,191,6,55,50,19,26,15,4,3,9,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,1,1,1
Zweitstimme,08W324,08,Neukölln,324,W,3P,3,82,W,1198,874,324,0,293,4,290,1,66,59,46,51,26,10,4,11,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,1,0,0,1,0,0,0,1,0,0,0,10,0
Zweitstimme,08W325,08,Neukölln,325,W,3P,3,82,W,977,809,168,0,297,2,293,3,40,52,61,60,21,12,2,12,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,2,0,0,1,1,0,2,2,0,1,4,12,4
Zweitstimme,08W326,08,Neukölln,326,W,3Q,3,82,W,1066,841,225,0,335,8,331,1,50,46,102,94,18,9,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3,0,0,0,3,0
Zweitstimme,08W327,08,Neukölln,327,W,3R,3,82,W,1639,1143,496,0,502,0,496,6,105,72,158,92,14,22,6,3,2,1,0,1,0,1,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,4,0,0,1,5,5
Zweitstimme,08W328,08,Neukölln,328,W,3S,3,82,W,929,692,237,0,271,11,270,1,36,36,85,57,16,6,6,5,1,1,0,1,1,1,0,0,0,0,0,1,2,0,0,1,0,0,1,0,0,0,2,0,2,0,7,2
Zweitstimme,08W329,08,Neukölln,329,W,3S,3,82,W,809,636,173,0,190,0,188,2,31,29,55,38,9,4,4,2,1,0,1,0,0,0,1,0,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,4
Zweitstimme,08W330,08,Neukölln,330,W,3Q,3,82,W,1036,739,297,0,296,7,295,1,40,37,73,67,24,13,9,11,1,1,0,3,0,3,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,1,2,0,0,1,2,3
Zweitstimme,08W331,08,Neukölln,331,W,3N,3,82,W,972,717,255,0,305,1,301,4,49,58,75,61,18,9,5,4,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,2,0,0,0,1,0,0,0,7,8
Zweitstimme,08B3A,08,Neukölln,3A,B,3A,3,82,W,0,0,0,0,499,499,498,1,78,54,204,100,13,7,15,10,3,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,1,3
Zweitstimme,08B3B,08,Neukölln,3B,B,3B,3,82,W,0,0,0,0,265,265,265,0,32,39,95,56,7,5,6,7,1,3,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,3,0,0,0,2,6
Zweitstimme,08B3C,08,Neukölln,3C,B,3C,3,82,W,0,0,0,0,243,243,242,1,31,20,100,62,3,3,5,6,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,2,3
Zweitstimme,08B3D,08,Neukölln,3D,B,3D,3,82,W,0,0,0,0,267,267,267,0,49,25,102,55,10,4,7,3,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2,0,0,0,1,0,1,0,0,3
Zweitstimme,08B3E,08,Neukölln,3E,B,3E,3,82,W,0,0,0,0,424,424,421,3,53,22,169,112,13,10,10,9,0,0,0,0,0,2,0,0,0,3,1,1,1,0,0,2,0,0,4,0,0,0,1,0,0,2,1,5
Zweitstimme,08B3F,08,Neukölln,3F,B,3F,3,82,W,0,0,0,0,240,240,239,1,27,13,124,46,8,4,1,5,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,1,2,0,0,1,1,1
Zweitstimme,08B3G,08,Neukölln,3G,B,3G,3,82,W,0,0,0,0,501,501,496,4,125,183,50,43,34,15,6,7,2,7,1,2,0,1,1,1,0,1,0,1,0,0,0,3,0,0,2,0,0,2,0,0,5,2,2,0
Zweitstimme,08B3H,08,Neukölln,3H,B,3H,3,82,W,0,0,0,0,410,410,406,4,124,130,34,36,25,10,6,12,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,2,0,1,15,0,2
Zweitstimme,08B3I,08,Neukölln,3I,B,3I,3,82,W,0,0,0,0,514,514,512,2,108,120,92,77,43,10,7,16,3,2,0,2,1,1,0,1,0,2,1,3,0,0,0,1,0,0,3,0,0,1,4,0,1,1,4,8
Zweitstimme,08B3J,08,Neukölln,3J,B,3J,3,82,W,0,0,0,0,524,524,523,1,131,169,84,32,32,14,9,19,1,5,0,2,0,0,0,1,0,0,0,1,2,0,0,1,0,0,6,0,0,1,2,0,2,2,3,4
Zweitstimme,08B3K,08,Neukölln,3K,B,3K,3,82,W,0,0,0,0,431,431,430,1,113,126,67,50,20,13,3,12,0,1,0,1,2,2,0,0,0,1,1,2,1,0,0,0,0,0,2,0,0,0,2,0,6,1,2,2
Zweitstimme,08B3L,08,Neukölln,3L,B,3L,3,82,W,0,0,0,0,260,260,256,3,66,102,12,8,29,11,4,9,3,3,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,2,0,3,0
Zweitstimme,08B3M,08,Neukölln,3M,B,3M,3,82,W,0,0,0,0,236,236,233,3,62,80,20,17,20,11,1,6,1,3,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,0,1,2,2
Zweitstimme,08B3N,08,Neukölln,3N,B,3N,3,82,W,0,0,0,0,503,503,500,3,100,150,82,62,37,15,6,10,4,2,0,1,0,1,0,0,0,0,0,2,1,0,0,3,0,0,3,0,0,2,2,0,2,2,8,5
Zweitstimme,08B3P,08,Neukölln,3P,B,3P,3,82,W,0,0,0,0,428,428,425,3,84,85,96,85,22,17,6,2,1,2,0,0,0,1,0,0,0,2,0,0,1,0,0,1,0,0,7,0,0,2,4,0,0,0,3,4
Zweitstimme,08B3Q,08,Neukölln,3Q,B,3Q,3,82,W,0,0,0,0,464,464,459,5,70,72,115,105,30,10,11,14,2,2,0,0,0,4,0,0,0,1,1,2,0,0,0,2,0,0,6,0,0,0,5,0,2,0,1,4
Zweitstimme,08B3R,08,Neukölln,3R,B,3R,3,82,W,0,0,0,0,446,446,445,1,100,72,150,67,11,8,6,10,1,0,0,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,5,0,2,2,0,6
Zweitstimme,08B3S,08,Neukölln,3S,B,3S,3,82,W,0,0,0,0,352,352,352,0,52,46,110,72,14,11,8,12,2,1,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,2,0,0,0,6,0,1,2,2,7
Zweitstimme,08W401,08,Neukölln,401,W,4A,4,82,W,1066,702,364,0,306,0,302,4,88,122,17,17,27,8,3,9,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,1,1,3
Zweitstimme,08W402,08,Neukölln,402,W,4B,4,82,W,1046,698,348,0,321,7,315,6,83,115,27,8,35,13,7,14,0,2,1,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,1,0,2,1
Zweitstimme,08W403,08,Neukölln,403,W,4B,4,82,W,1132,878,254,0,336,8,327,5,71,106,20,27,54,11,7,12,3,1,1,2,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,4,0,2,1,1,1
Zweitstimme,08W404,08,Neukölln,404,W,4C,4,82,W,1079,636,443,0,295,5,286,9,84,122,11,11,27,11,1,8,0,1,0,3,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0
Zweitstimme,08W405,08,Neukölln,405,W,4D,4,82,W,1110,786,324,0,297,0,294,3,75,109,10,16,41,12,4,8,2,1,0,0,1,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,1,1,0,0,2,7,0
Zweitstimme,08W406,08,Neukölln,406,W,4E,4,82,W,1189,788,401,0,355,0,348,7,94,127,23,19,49,10,6,6,0,2,0,1,0,0,0,0,0,0,0,4,0,0,0,2,0,0,2,0,0,1,0,0,0,1,1,0
Zweitstimme,08W407,08,Neukölln,407,W,4F,4,82,W,1165,717,448,0,285,1,281,4,67,104,19,19,38,13,2,2,3,0,1,1,1,0,0,0,0,0,0,3,1,0,0,3,0,0,0,0,0,0,0,0,1,1,0,2
Zweitstimme,08W408,08,Neukölln,408,W,4G,4,82,W,878,583,295,0,297,0,289,6,62,97,36,24,38,8,4,4,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,4
Zweitstimme,08W409,08,Neukölln,409,W,4G,4,82,W,952,637,315,0,358,4,357,1,79,170,19,19,31,17,2,6,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2,0,0,1,0,6,0
Zweitstimme,08W410,08,Neukölln,410,W,4H,4,82,W,1003,635,368,0,374,0,372,2,85,177,31,17,27,14,2,10,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1,0,3,0
Zweitstimme,08W411,08,Neukölln,411,W,4I,4,82,W,1003,575,428,0,331,6,331,0,61,185,15,9,27,19,1,5,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,2
Zweitstimme,08W412,08,Neukölln,412,W,4J,4,82,W,1053,655,398,0,303,2,297,5,63,130,17,17,35,5,0,13,1,0,0,2,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,2,1,0,2,0,3,3
Zweitstimme,08W413,08,Neukölln,413,W,4K,4,82,W,1083,745,338,0,308,0,304,4,89,122,14,14,30,8,4,12,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2
Zweitstimme,08W414,08,Neukölln,414,W,4L,4,82,W,967,683,284,0,287,0,282,3,93,109,14,14,23,9,1,4,0,1,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,1,0,0,0,1,5,0
Zweitstimme,08W415,08,Neukölln,415,W,4M,4,82,W,1287,1018,269,0,319,1,317,2,84,122,13,11,47,14,2,5,0,4,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,1,0,0,2,0,6,0
