vote_type,address,district_id,district_name,electoral_district_id,electoral_district_type,postal_voting_district_id,electoral_district_berlin_election_id,electoral_district_federal_election_id,berlin_east_west,eligible_voters,eligible_voters_a1,eligible_voters_a2,eligible_voters_a3,voters,voters_b1,valid_votes,invalid_votes,party_spd,party_cdu,party_grüne,party_die_linke,party_afd,party_fdp,party_die_partei,party_tierschutzpartei,party_piraten,party_graue_panther,party_npd,party_gesundheitsforschung,party_lkr,party_dkp,party_sgp,party_büso,party_menschliche_welt,party_b,party_ödp,party_die_basis,party_bildet_berlin,party_dl,party_deutsche_konservative,party_die_grauen,party_neue_demokraten,party_rep,party_du,party_bündnis21,party_die_frauen,party_freie_wähler,party_klimaliste_berlin,party_ld,party_mieterpartei,party_die_humanisten,party_team_todenhöfer,party_volt
Zweitstimme,08W416,08,Neukölln,416,W,4N,4,82,W,1098,766,332,0,345,5,339,3,89,141,11,12,49,16,2,4,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,2,1,0,0,0,5,1
Zweitstimme,08W417,08,Neukölln,417,W,4P,4,82,W,1042,786,256,0,310,0,306,4,93,122,7,19,34,6,1,10,0,0,0,3,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,7,0
Zweitstimme,08W418,08,Neukölln,418,W,4Q,4,82,W,1067,723,344,0,285,1,285,0,65,138,11,22,24,10,2,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0
Zweitstimme,08W419,08,Neukölln,419,W,4R,4,82,W,1175,861,314,0,370,2,366,4,113,141,11,22,49,13,0,5,1,0,2,3,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0
Zweitstimme,08W420,08,Neukölln,420,W,4S,4,82,W,1045,791,254,0,309,1,307,2,81,106,13,18,51,12,1,15,0,0,1,2,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1
Zweitstimme,08W421,08,Neukölln,421,W,4T,4,82,W,1077,959,118,0,206,0,200,6,71,54,8,19,24,5,2,2,0,1,2,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,7,0
Zweitstimme,08W422,08,Neukölln,422,W,4U,4,82,W,1058,811,247,0,288,2,280,8,80,111,12,18,36,3,5,7,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,1,0,0,0,0,0,1,1,1,0
Zweitstimme,08W423,08,Neukölln,423,W,4T,4,82,W,897,680,217,0,306,3,302,4,96,108,9,23,31,14,1,8,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,6,2
Zweitstimme,08W424,08,Neukölln,424,W,4V,4,82,W,964,731,233,0,276,4,269,7,80,91,10,13,50,7,5,2,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,6,0
Zweitstimme,08W425,08,Neukölln,425,W,4V,4,82,W,1085,830,255,0,240,10,237,3,51,76,11,20,51,5,4,7,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,3,1
Zweitstimme,08W426,08,Neukölln,426,W,4W,4,82,W,877,668,208,1,240,1,236,4,51,101,9,13,35,13,2,5,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1
Zweitstimme,08W427,08,Neukölln,427,W,4X,4,82,W,1022,669,353,0,280,6,277,3,66,123,14,6,43,11,2,5,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
Zweitstimme,08W428,08,Neukölln,428,W,4Y,4,82,W,1063,759,304,0,319,1,314,5,95,116,8,13,46,11,0,10,3,0,1,2,0,0,0,1,0,0,1,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0
Zweitstimme,08W429,08,Neukölln,429,W,4Z,4,82,W,864,701,163,0,301,0,297,3,86,118,9,8,50,6,1,5,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,1,0,0,0,0,5,0
Zweitstimme,08W430,08,Neukölln,430,W,4Z,4,82,W,908,643,265,0,290,0,285,5,62,154,11,9,25,9,2,6,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0
Zweitstimme,08W431,08,Neukölln,431,W,4W,4,82,W,1194,1005,189,0,269,2,261,8,84,64,19,25,43,9,4,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,3,2
Zweitstimme,08B4A,08,Neukölln,4A,B,4A,4,82,W,0,0,0,0,325,325,320,5,86,137,29,18,15,11,5,11,0,2,1,1,0,0,1,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Zweitstimme,08B4B,08,Neukölln,4B,B,4B,4,82,W,0,0,0,0,524,524,521,3,133,185,58,32,49,20,7,22,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,1,0,3,0,2,1
Zweitstimme,08B4C,08,Neukölln,4C,B,4C,4,82,W,0,0,0,0,383,383,378,5,118,177,17,6,35,12,1,4,1,2,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
Zweitstimme,08B4D,08,Neukölln,4D,B,4D,4,82,W,0,0,0,0,282,282,279,3,73,137,16,11,22,11,1,3,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Zweitstimme,08B4E,08,Neukölln,4E,B,4E,4,82,W,0,0,0,0,344,344,340,4,84,126,31,13,29,21,3,12,1,1,1,0,0,0,0,0,0,0,1,2,4,0,0,2,0,0,0,0,0,3,0,0,0,1,2,3
Zweitstimme,08B4F,08,Neukölln,4F,B,4F,4,82,W,0,0,0,0,407,407,403,3,105,179,30,16,27,20,1,7,2,5,1,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,1,0,1,0,0,2
Zweitstimme,08B4G,08,Neukölln,4G,B,4G,4,82,W,0,0,0,0,556,556,553,3,121,255,41,21,49,32,1,12,3,7,1,0,0,0,0,1,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,1,3,0
Zweitstimme,08B4H,08,Neukölln,4H,B,4H,4,82,W,0,0,0,0,334,334,334,0,88,172,14,11,21,15,0,4,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1
Zweitstimme,08B4I,08,Neukölln,4I,B,4I,4,82,W,0,0,0,0,388,388,388,0,85,208,21,7,28,19,3,5,1,1,0,3,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0
Zweitstimme,08B4J,08,Neukölln,4J,B,4J,4,82,W,0,0,0,0,351,351,350,0,93,180,19,14,21,10,0,3,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,3,0
Zweitstimme,08B4K,08,Neukölln,4K,B,4K,4,82,W,0,0,0,0,314,314,309,4,97,124,19,19,22,5,2,15,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1
Zweitstimme,08B4L,08,Neukölln,4L,B,4L,4,82,W,0,0,0,0,256,256,254,2,74,113,12,9,15,13,3,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,0,6,0
Zweitstimme,08B4M,08,Neukölln,4M,B,4M,4,82,W,0,0,0,0,236,236,234,2,63,107,10,10,22,8,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,1,2,0
Zweitstimme,08B4N,08,Neukölln,4N,B,4N,4,82,W,0,0,0,0,281,281,280,1,89,111,17,8,20,16,2,8,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1
Zweitstimme,08B4P,08,Neukölln,4P,B,4P,4,82,W,0,0,0,0,218,218,215,2,77,79,6,5,21,7,2,6,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,2,2
Zweitstimme,08B4Q,08,Neukölln,4Q,B,4Q,4,82,W,0,0,0,0,315,315,312,3,110,132,20,11,17,5,1,7,2,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1
Zweitstimme,08B4R,08,Neukölln,4R,B,4R,4,82,W,0,0,0,0,272,272,272,0,92,111,4,10,21,12,0,10,3,2,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0
Zweitstimme,08B4S,08,Neukölln,4S,B,4S,4,82,W,0,0,0,0,225,225,221,4,70,111,6,5,12,3,0,4,0,2,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0
Zweitstimme,08B4T,08,Neukölln,4T,B,4T,4,82,W,0,0,0,0,283,283,281,2,87,98,9,22,37,10,2,6,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,1,0,0,0,2,0
Zweitstimme,08B4U,08,Neukölln,4U,B,4U,4,82,W,0,0,0,0,221,221,220,1,72,76,6,8,34,4,1,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,2,0,0,1,0,5,0
Zweitstimme,08B4V,08,Neukölln,4V,B,4V,4,82,W,0,0,0,0,416,416,412,4,139,147,12,12,46,12,3,18,0,4,2,2,0,0,0,0,0,0,0,2,0,0,0,4,0,0,1,1,0,1,0,0,3,0,3,0
Zweitstimme,08B4W,08,Neukölln,4W,B,4W,4,82,W,0,0,0,0,354,354,350,4,85,145,20,13,45,13,5,9,1,2,0,0,0,0,0,0,0,0,1,1,1,0,0,2,0,0,0,0,0,4,0,0,1,0,0,2
Zweitstimme,08B4X,08,Neukölln,4X,B,4X,4,82,W,0,0,0,0,250,250,249,1,85,102,8,4,21,10,3,9,0,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
Zweitstimme,08B4Y,08,Neukölln,4Y,B,4Y,4,82,W,0,0,0,0,267,267,266,1,93,102,6,8,29,3,1,7,2,1,0,1,1,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,2,0,7,0
Zweitstimme,08B4Z,08,Neukölln,4Z,B,4Z,4,82,W,0,0,0,0,380,380,373,7,122,158,17,6,22,13,2,15,0,7,0,1,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,1,2,2
Zweitstimme,08W501,08,Neukölln,501,W,5A,5,82,W,1066,804,262,0,265,5,262,2,58,95,34,20,26,10,3,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,1
Zweitstimme,08W502,08,Neukölln,502,W,5AA,5,82,W,1019,739,280,0,362,3,358,4,83,88,56,46,42,13,3,13,2,1,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,0,0,0,1,3,1
Zweitstimme,08W503,08,Neukölln,503,W,5AB,5,82,W,842,494,348,0,313,4,309,4,87,71,53,33,25,10,4,10,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,2,0,0,1,1,1,5
Zweitstimme,08W504,08,Neukölln,504,W,5AC,5,82,W,928,594,334,0,383,1,377,6,103,104,87,30,19,14,4,7,0,1,0,0,0,2,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Zweitstimme,08W505,08,Neukölln,505,W,5B,5,82,W,986,636,350,0,292,0,287,5,79,88,47,18,24,7,2,2,2,1,0,0,0,1,0,0,0,0,2,3,1,0,0,2,0,0,1,0,0,0,0,0,0,1,2,4
Zweitstimme,08W506,08,Neukölln,506,W,5C,5,82,W,933,603,330,0,336,4,331,2,76,79,63,26,41,10,6,14,1,1,1,0,0,1,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,1,0,1,1,0,4
Zweitstimme,08W507,08,Neukölln,507,W,5D,5,82,W,1035,712,323,0,269,2,265,4,75,76,21,17,48,6,4,6,2,2,0,0,1,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,2
Zweitstimme,08W508,08,Neukölln,508,W,5E,5,82,W,1221,875,346,0,297,3,295,2,69,81,14,26,58,14,6,13,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,2,0,0,0,0,4,2
Zweitstimme,08W509,08,Neukölln,509,W,5F,5,82,W,1190,634,556,0,382,5,381,1,83,145,55,22,23,30,1,9,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,2
Zweitstimme,08W510,08,Neukölln,510,W,5G,5,82,W,1005,565,440,0,295,6,291,3,72,106,39,13,24,15,3,6,0,0,0,2,1,0,0,0,0,0,0,5,0,0,0,0,0,0,2,0,0,1,0,0,0,0,2,0
Zweitstimme,08W511,08,Neukölln,511,W,5H,5,82,W,965,635,330,0,263,2,261,2,54,105,16,17,36,10,8,4,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,0,0,0,0,0,0,3,2
Zweitstimme,08W512,08,Neukölln,512,W,5D,5,82,W,1034,755,279,0,414,3,403,8,107,154,20,14,42,23,7,17,1,5,0,2,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,2,5,0
Zweitstimme,08W513,08,Neukölln,513,W,5I,5,82,W,1009,668,341,0,322,12,321,1,84,157,13,2,46,7,0,6,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
Zweitstimme,08W514,08,Neukölln,514,W,5J,5,82,W,880,517,363,0,300,0,296,3,76,113,13,10,41,15,3,7,3,2,2,0,0,2,0,0,0,0,0,0,0,0,0,4,0,0,2,0,0,1,0,0,0,0,0,2
Zweitstimme,08W515,08,Neukölln,515,W,5K,5,82,W,929,569,360,0,354,3,353,1,70,142,40,17,38,22,3,7,1,1,0,2,0,0,0,0,0,0,0,4,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0
Zweitstimme,08W516,08,Neukölln,516,W,5L,5,82,W,994,809,185,0,325,0,317,8,75,91,30,27,45,14,3,16,0,0,0,2,0,0,0,1,0,0,0,3,0,0,0,3,0,0,1,0,0,1,1,0,2,0,2,0
Zweitstimme,08W517,08,Neukölln,517,W,5L,5,82,W,831,560,271,0,267,5,261,6,46,128,15,11,30,12,2,6,0,2,1,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,1,1,0,0,0,0,0,0,1,1
Zweitstimme,08W518,08,Neukölln,518,W,5M,5,82,W,893,560,333,0,354,1,353,1,111,137,16,12,45,13,2,7,0,0,1,2,0,0,0,0,0,0,2,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Zweitstimme,08W519,08,Neukölln,519,W,5N,5,82,W,986,584,402,0,308,1,303,5,77,140,16,10,31,16,3,3,3,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Zweitstimme,08W520,08,Neukölln,520,W,5P,5,82,W,924,568,356,0,334,0,331,3,61,156,23,6,48,20,3,5,0,4,0,1,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
Zweitstimme,08W521,08,Neukölln,521,W,5Q,5,82,W,926,527,399,0,346,4,341,4,67,174,20,16,35,15,1,5,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,1,0,0,0,1,0,1,0,0,0,0,2,0
Zweitstimme,08W522,08,Neukölln,522,W,5R,5,82,W,868,575,293,0,326,5,323,3,73,133,34,17,30,12,2,8,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,4
Zweitstimme,08W523,08,Neukölln,523,W,5S,5,82,W,958,665,293,0,375,4,369,6,96,162,20,18,31,20,0,7,0,4,0,1,0,0,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0,1,0,0,1,0,2,1
Zweitstimme,08W524,08,Neukölln,524,W,5T,5,82,W,904,705,199,0,290,1,287,3,70,114,6,13,41,9,2,10,3,1,0,2,0,0,0,0,0,0,1,1,1,0,0,3,0,0,1,1,0,1,0,0,0,0,6,1
Zweitstimme,08W525,08,Neukölln,525,W,5T,5,82,W,892,623,269,0,273,1,271,2,65,117,10,9,32,15,1,5,1,1,0,1,0,2,0,0,0,0,1,0,2,0,0,1,0,0,0,2,0,0,0,0,0,0,5,1
Zweitstimme,08W526,08,Neukölln,526,W,5U,5,82,W,944,679,265,0,404,2,401,3,97,179,27,9,42,18,4,15,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,2,0
Zweitstimme,08W527,08,Neukölln,527,W,5R,5,82,W,1017,707,310,0,290,2,286,4,82,121,8,12,35,11,5,3,1,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0
Zweitstimme,08W528,08,Neukölln,528,W,5V,5,82,W,877,570,307,0,293,0,290,3,70,120,12,11,42,11,2,9,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,7,1
Zweitstimme,08W529,08,Neukölln,529,W,5W,5,82,W,963,697,266,0,312,1,312,0,69,127,13,15,48,14,3,10,2,1,0,1,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,1,0,0,0,1,4,0
Zweitstimme,08W530,08,Neukölln,530,W,5W,5,82,W,860,564,296,0,254,0,253,1,62,89,12,12,44,10,6,5,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,6,0
Zweitstimme,08W531,08,Neukölln,531,W,5X,5,82,W,1035,837,198,0,277,3,272,5,81,87,4,18,45,10,3,10,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,2,0,0,1,0,0,3,0,0,0,1,2,0
Zweitstimme,08W532,08,Neukölln,532,W,5Y,5,82,W,910,620,290,0,260,5,259,1,59,116,9,9,44,14,0,1,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0
Zweitstimme,08W533,08,Neukölln,533,W,5Z,5,82,W,840,623,217,0,311,1,307,4,69,107,26,22,39,14,0,4,4,1,0,2,0,1,0,1,0,1,0,1,0,0,0,4,0,0,1,0,0,1,0,0,0,1,8,0
Zweitstimme,08W534,08,Neukölln,534,W,5X,5,82,W,1034,723,311,0,331,3,327,4,75,124,18,18,50,16,4,5,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,2,0,0,1,0,0,2,1,0,1,0,4,0
Zweitstimme,08B5A,08,Neukölln,5A,B,5A,5,82,W,0,0,0,0,212,212,212,0,49,67,35,15,15,10,3,4,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,2,2
Zweitstimme,08B5AA,08,Neukölln,5AA,B,5AA,5,82,W,0,0,0,0,270,270,266,4,69,78,49,16,11,17,3,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,1,0,0,0,3,4
Zweitstimme,08B5AB,08,Neukölln,5AB,B,5AB,5,82,W,0,0,0,0,318,318,315,3,96,96,56,17,16,16,3,7,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1
Zweitstimme,08B5AC,08,Neukölln,5AC,B,5AC,5,82,W,0,0,0,0,295,295,291,3,105,71,56,20,13,5,5,9,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3
Zweitstimme,08B5B,08,Neukölln,5B,B,5B,5,82,W,0,0,0,0,305,305,304,1,104,123,27,11,14,9,0,5,0,3,1,0,0,0,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,1
Zweitstimme,08B5C,08,Neukölln,5C,B,5C,5,82,W,0,0,0,0,301,301,296,5,87,96,52,18,15,11,3,7,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2
Zweitstimme,08B5D,08,Neukölln,5D,B,5D,5,82,W,0,0,0,0,520,520,515,5,135,214,28,27,42,22,1,14,0,3,2,1,0,0,0,0,0,0,0,1,1,0,0,7,0,0,2,0,0,3,0,0,5,1,5,1
Zweitstimme,08B5E,08,Neukölln,5E,B,5E,5,82,W,0,0,0,0,294,294,290,4,85,97,21,14,36,7,2,13,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,3,0,2,0,0,1
Zweitstimme,08B5F,08,Neukölln,5F,B,5F,5,82,W,0,0,0,0,513,513,513,0,137,231,71,8,12,37,5,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2
Zweitstimme,08B5G,08,Neukölln,5G,B,5G,5,82,W,0,0,0,0,395,395,393,2,89,180,40,19,27,17,3,7,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2,0,0,0,0,3,2
Zweitstimme,08B5H,08,Neukölln,5H,B,5H,5,82,W,0,0,0,0,291,291,290,1,90,110,12,4,34,10,4,11,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,5,0
Zweitstimme,08B5I,08,Neukölln,5I,B,5I,5,82,W,0,0,0,0,305,305,305,0,87,148,12,6,27,7,2,9,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1
Zweitstimme,08B5J,08,Neukölln,5J,B,5J,5,82,W,0,0,0,0,328,328,322,5,68,160,19,8,29,20,4,7,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2
Zweitstimme,08B5K,08,Neukölln,5K,B,5K,5,82,W,0,0,0,0,327,327,326,1,80,152,28,10,23,16,3,7,2,0,0,1,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
Zweitstimme,08B5L,08,Neukölln,5L,B,5L,5,82,W,0,0,0,0,386,386,386,0,82,178,26,14,40,18,2,3,3,4,0,1,0,0,3,0,0,0,1,0,0,0,0,3,0,0,0,0,0,3,0,0,1,0,3,1
Zweitstimme,08B5M,08,Neukölln,5M,B,5M,5,82,W,0,0,0,0,296,296,296,0,73,131,17,8,25,18,3,8,0,5,0,0,0,0,0,0,0,0,0,2,1,0,0,2,0,0,0,0,0,0,0,0,1,0,2,0
Zweitstimme,08B5N,08,Neukölln,5N,B,5N,5,82,W,0,0,0,0,368,368,366,2,103,185,17,10,21,19,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1
Zweitstimme,08B5P,08,Neukölln,5P,B,5P,5,82,W,0,0,0,0,328,328,326,2,88,163,19,5,18,11,2,8,0,3,0,2,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0
Zweitstimme,08B5Q,08,Neukölln,5Q,B,5Q,5,82,W,0,0,0,0,374,374,373,1,76,195,28,10,17,26,1,6,3,2,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3
Zweitstimme,08B5R,08,Neukölln,5R,B,5R,5,82,W,0,0,0,0,539,539,536,2,145,235,45,7,42,26,1,16,1,4,0,2,0,0,0,0,0,0,1,0,0,0,0,3,0,0,1,0,0,1,0,0,3,0,2,1
Zweitstimme,08B5S,08,Neukölln,5S,B,5S,5,82,W,0,0,0,0,257,257,257,0,66,121,20,7,12,15,2,4,1,2,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0
Zweitstimme,08B5T,08,Neukölln,5T,B,5T,5,82,W,0,0,0,0,415,415,412,3,128,166,26,12,36,10,2,12,3,1,0,1,0,0,0,0,0,0,1,1,0,0,0,3,0,0,0,0,0,0,0,0,2,2,6,0
Zweitstimme,08B5U,08,Neukölln,5U,B,5U,5,82,W,0,0,0,0,247,247,245,1,54,118,11,3,24,14,2,9,1,2,0,1,0,2,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0
Zweitstimme,08B5V,08,Neukölln,5V,B,5V,5,82,W,0,0,0,0,287,287,287,0,79,131,17,6,17,14,1,12,1,0,0,2,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,2,0,2,0,0,0
Zweitstimme,08B5W,08,Neukölln,5W,B,5W,5,82,W,0,0,0,0,507,507,505,2,124,225,30,11,59,25,4,11,0,2,0,2,1,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,1,0,2,0,4,0
Zweitstimme,08B5X,08,Neukölln,5X,B,5X,5,82,W,0,0,0,0,447,447,443,4,120,217,26,12,36,13,2,7,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,4,0
Zweitstimme,08B5Y,08,Neukölln,5Y,B,5Y,5,82,W,0,0,0,0,265,265,259,6,53,128,14,8,25,6,0,16,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,0
Zweitstimme,08B5Z,08,Neukölln,5Z,B,5Z,5,82,W,0,0,0,0,195,195,195,0,48,94,14,7,13,6,2,3,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,2
Zweitstimme,08W601,08,Neukölln,601,W,6A,6,82,W,898,538,360,0,340,0,338,2,77,157,17,17,42,14,2,3,0,0,0,1,0,0,0,0,0,1,0,2,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,1
Zweitstimme,08W602,08,Neukölln,602,W,6AA,6,82,W,874,560,314,0,342,2,339,3,84,158,10,13,36,25,2,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,2
Zweitstimme,08W603,08,Neukölln,603,W,6B,6,82,W,908,579,329,0,335,3,331,4,66,149,32,14,35,13,2,14,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1
Zweitstimme,08W604,08,Neukölln,604,W,6C,6,82,W,880,589,291,0,312,7,311,1,75,133,21,10,41,8,3,8,0,3,0,0,0,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,2,0,2,0
Zweitstimme,08W605,08,Neukölln,605,W,6D,6,82,W,845,514,331,0,301,12,297,4,95,127,19,10,26,5,0,8,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
Zweitstimme,08W606,08,Neukölln,606,W,6E,6,82,W,904,638,266,0,308,3,305,3,82,111,15,10,52,17,2,6,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,3,0,0,0
Zweitstimme,08W607,08,Neukölln,607,W,6F,6,82,W,881,572,309,0,323,2,319,4,78,136,14,6,53,11,0,10,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2,1
Zweitstimme,08W608,08,Neukölln,608,W,6G,6,82,W,914,615,299,0,382,0,377,5,91,191,16,14,29,12,1,11,1,1,0,1,0,0,0,1,0,0,2,0,0,0,0,2,0,0,0,0,0,0,1,0,0,1,2,0
